ocr_result_id,page_no,id,jgroupid_string,cif_number,settlement_at,registration_number_original,registration_number,maker_name_original,maker_name,maker_com_code,maker_com_code_status_id,maker_comcd_relation_source_type_id,maker_exist_comcd_relation_history_id,issue_date_original,issue_date,due_date_original,due_date,paying_bank_name_original,paying_bank_name,paying_bank_code,paying_bank_branch_name_original,paying_bank_branch_name,balance_original,balance,discount_bank_name_original,discount_bank_name,discount_bank_code,description_original,description,conf_registration_number,conf_maker_name,conf_issue_date,conf_due_date,conf_balance,conf_paying_bank_name,conf_paying_bank_branch_name,conf_discount_bank_name,conf_description,coord_x_registration_number,coord_y_registration_number,coord_h_registration_number,coord_w_registration_number,coord_x_maker_name,coord_y_maker_name,coord_h_maker_name,coord_w_maker_name,coord_x_issue_date,coord_y_issue_date,coord_h_issue_date,coord_w_issue_date,coord_x_due_date,coord_y_due_date,coord_h_due_date,coord_w_due_date,coord_x_balance,coord_y_balance,coord_h_balance,coord_w_balance,coord_x_paying_bank_name,coord_y_paying_bank_name,coord_h_paying_bank_name,coord_w_paying_bank_name,coord_x_paying_bank_branch_name,coord_y_paying_bank_branch_name,coord_h_paying_bank_branch_name,coord_w_paying_bank_branch_name,coord_x_discount_bank_name,coord_y_discount_bank_name,coord_h_discount_bank_name,coord_w_discount_bank_name,coord_x_description,coord_y_description,coord_h_description,coord_w_description,row_no,insertdatetime,updatedatetime,updateuser
20250723085602400,1,1,001,000245,202507,,,20250515142447000	2	1	403	590925	202404	リック(株)	リック(株)	7704942683	5.3.27	5.3.27	5.7.25	5.7.25	7213712	7213712	三菱UFJ銀行	三菱UFJ銀行	大阪営業部	大阪営業部				,20250515142447000	2	1	403	590925	202404	リック(株)	リック(株)	7704942683	5.3.27	5.3.27	5.7.25	5.7.25	7213712	7213712	三菱UFJ銀行	三菱UFJ銀行	大阪営業部	大阪営業部				,2798,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,1,,,testuser
20250723085602400,1,2,001,000245,202507,,,20250515142447000	2	2	403	590925	202404	(株)共ショウ	(株)共ショウ	9846781102	4.12.28	4.12.28	5.5.1	5.5.1	2863410	2863410	みずほ銀行	みずほ銀行	小舟町支店	小舟町支店				,20250515142447000	2	2	403	590925	202404	(株)共ショウ	(株)共ショウ	9846781102	4.12.28	4.12.28	5.5.1	5.5.1	2863410	2863410	みずほ銀行	みずほ銀行	小舟町支店	小舟町支店				,2799,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,2,,,testuser
20250723085602400,1,3,001,000245,202507,,,20250515142447000	2	3	403	590925	202404	(株)共ショウ	(株)共ショウ	9846781102	5.1.31	5.1.31	5.5.31	5.5.31	2915550	2915550	みずほ銀行	みずほ銀行	小舟町支店	小舟町支店				,20250515142447000	2	3	403	590925	202404	(株)共ショウ	(株)共ショウ	9846781102	5.1.31	5.1.31	5.5.31	5.5.31	2915550	2915550	みずほ銀行	みずほ銀行	小舟町支店	小舟町支店				,2800,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3,,,testuser
20250723085602400,1,4,001,000245,202507,,,20250515142447000	2	4	403	590925	202404	(株)共ショウ	(株)共ショウ	9846781102	5.2.28	5.2.28	5.6.30	5.6.30	4255680	4255680	みずほ銀行	みずほ銀行	小舟町支店	小舟町支店				,20250515142447000	2	4	403	590925	202404	(株)共ショウ	(株)共ショウ	9846781102	5.2.28	5.2.28	5.6.30	5.6.30	4255680	4255680	みずほ銀行	みずほ銀行	小舟町支店	小舟町支店				,2801,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,4,,,testuser
20250723085602400,1,5,001,000245,202507,,,20250515142447000	2	5	403	590925	202404	(株)共ショウ	(株)共ショウ	9846781102	5.3.31	5.3.31	5.7.31	5.7.31	1672275	1672275	みずほ銀行	みずほ銀行	小舟町支店	小舟町支店				,20250515142447000	2	5	403	590925	202404	(株)共ショウ	(株)共ショウ	9846781102	5.3.31	5.3.31	5.7.31	5.7.31	1672275	1672275	みずほ銀行	みずほ銀行	小舟町支店	小舟町支店				,2802,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,5,,,testuser
20250723085602400,1,6,001,000245,202507,,,20250515142447000	2	6	403	590925	202404	(株)睦屋	(株)睦屋	2809520367	5.1.20	5.1.20	5.5.20	5.5.20	11896082	11896082	みずほ銀行	みずほ銀行	新橋支店	新橋支店				,20250515142447000	2	6	403	590925	202404	(株)睦屋	(株)睦屋	2809520367	5.1.20	5.1.20	5.5.20	5.5.20	11896082	11896082	みずほ銀行	みずほ銀行	新橋支店	新橋支店				,2803,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,6,,,testuser
20250723085602400,1,7,001,000245,202507,,,20250515142447000	2	7	403	590925	202404	(株)岩田商会	(株)岩田商会	0133695355	5.2.24	5.2.24	5.5.31	5.5.31	2312090	2312090	三菱UFJ銀行	三菱UFJ銀行	柳橋支店	柳橋支店				,20250515142447000	2	7	403	590925	202404	(株)岩田商会	(株)岩田商会	0133695355	5.2.24	5.2.24	5.5.31	5.5.31	2312090	2312090	三菱UFJ銀行	三菱UFJ銀行	柳橋支店	柳橋支店				,2804,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,7,,,testuser
20250723085602400,1,8,001,000245,202507,,,20250515142447000	2	8	403	590925	202404	野原産業(株)	野原産業(株)	3933180148	5.1.31	5.1.31	5.5.31	5.5.31	2175712	2175712	八十二銀行	八十二銀行	東京営業部	東京営業部				,20250515142447000	2	8	403	590925	202404	野原産業(株)	野原産業(株)	3933180148	5.1.31	5.1.31	5.5.31	5.5.31	2175712	2175712	八十二銀行	八十二銀行	東京営業部	東京営業部				,2805,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,8,,,testuser
20250723085602400,1,9,001,000245,202507,,,20250515142447000	2	9	403	590925	202404	(株)スミノエ	(株)スミノエ	9473443927	5.2.28	5.2.28	5.6.30	5.6.30	2170322	2170322	みずほ銀行	みずほ銀行	大阪法人支店	大阪法人支店				,20250515142447000	2	9	403	590925	202404	(株)スミノエ	(株)スミノエ	9473443927	5.2.28	5.2.28	5.6.30	5.6.30	2170322	2170322	みずほ銀行	みずほ銀行	大阪法人支店	大阪法人支店				,2806,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,9,,,testuser
20250723085602400,1,10,001,000245,202507,,,20250515142447000	2	10	403	590925	202404	(株)スミノエ	(株)スミノエ	9473443927	5.3.31	5.3.31	5.7.31	5.7.31	6260958	6260958	みずほ銀行	みずほ銀行	大阪法人支店	大阪法人支店				,20250515142447000	2	10	403	590925	202404	(株)スミノエ	(株)スミノエ	9473443927	5.3.31	5.3.31	5.7.31	5.7.31	6260958	6260958	みずほ銀行	みずほ銀行	大阪法人支店	大阪法人支店				,2807,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,10,,,testuser
