ocr_result_id,page_no,id,jgroupid_string,cif_number,settlement_at,registration_number_original,registration_number,maker_name_original,maker_name,maker_com_code,maker_com_code_status_id,maker_comcd_relation_source_type_id,maker_exist_comcd_relation_history_id,issue_date_original,issue_date,due_date_original,due_date,paying_bank_name_original,paying_bank_name,paying_bank_code,paying_bank_branch_name_original,paying_bank_branch_name,balance_original,balance,discount_bank_name_original,discount_bank_name,discount_bank_code,description_original,description,conf_registration_number,conf_maker_name,conf_issue_date,conf_due_date,conf_balance,conf_paying_bank_name,conf_paying_bank_branch_name,conf_discount_bank_name,conf_description,coord_x_registration_number,coord_y_registration_number,coord_h_registration_number,coord_w_registration_number,coord_x_maker_name,coord_y_maker_name,coord_h_maker_name,coord_w_maker_name,coord_x_issue_date,coord_y_issue_date,coord_h_issue_date,coord_w_issue_date,coord_x_due_date,coord_y_due_date,coord_h_due_date,coord_w_due_date,coord_x_balance,coord_y_balance,coord_h_balance,coord_w_balance,coord_x_paying_bank_name,coord_y_paying_bank_name,coord_h_paying_bank_name,coord_w_paying_bank_name,coord_x_paying_bank_branch_name,coord_y_paying_bank_branch_name,coord_h_paying_bank_branch_name,coord_w_paying_bank_branch_name,coord_x_discount_bank_name,coord_y_discount_bank_name,coord_h_discount_bank_name,coord_w_discount_bank_name,coord_x_description,coord_y_description,coord_h_description,coord_w_description,row_no,insertdatetime,updatedatetime,updateuser
20250723085603270,1,1,001,000335,202507,,,20241113172235000	2	1	422	544760	202210	イトマン(株)	イトマン(株)	6489689481			R5.5.8	R5.5.8	2904696	2904696							手持手形	手持手形,20241113172235000	2	1	422	544760	202210	イトマン(株)	イトマン(株)	6489689481			R5.5.8	R5.5.8	2904696	2904696							手持手形	手持手形,2510,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,1,,,testuser
20250723085603270,1,2,001,000335,202507,,,20241113172235000	2	2	422	544760	202210	イトマン(株)	イトマン(株)	6489689481			R5.7.8	R5.7.8	2713296	2713296							手持手形	手持手形,20241113172235000	2	2	422	544760	202210	イトマン(株)	イトマン(株)	6489689481			R5.7.8	R5.7.8	2713296	2713296							手持手形	手持手形,2511,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,2,,,testuser
20250723085603270,1,3,001,000335,202507,,,20241113172235000	2	3	422	544760	202210	イトマン(株)	イトマン(株)	6489689481			R5.6.8	R5.6.8	2349196	2349196							手持手形	手持手形,20241113172235000	2	3	422	544760	202210	イトマン(株)	イトマン(株)	6489689481			R5.6.8	R5.6.8	2349196	2349196							手持手形	手持手形,2512,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3,,,testuser
20250723085603270,1,4,001,000335,202507,,,20241113172235000	2	4	422	544760	202210	服部製紙	服部製紙	4914366010			R5.7.10	R5.7.10	1816100	1816100							手持手形	手持手形,20241113172235000	2	4	422	544760	202210	服部製紙	服部製紙	4914366010			R5.7.10	R5.7.10	1816100	1816100							手持手形	手持手形,2513,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,4,,,testuser
20250723085603270,1,5,001,000335,202507,,,20241113172235000	2	5	422	544760	202210	日本モウルド工業	日本モウルド工業	8422659797			R5.4.5	R5.4.5	1535622	1535622							手持手形	手持手形,20241113172235000	2	5	422	544760	202210	日本モウルド工業	日本モウルド工業	8422659797			R5.4.5	R5.4.5	1535622	1535622							手持手形	手持手形,2514,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,5,,,testuser
20250723085603270,1,6,001,000335,202507,,,20241113172235000	2	6	422	544760	202210	その他	その他	8260198763					2032728	2032728							手持手形	手持手形,20241113172235000	2	6	422	544760	202210	その他	その他	8260198763					2032728	2032728							手持手形	手持手形,2515,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,6,,,testuser
20250723085603270,1,7,001,000335,202507,,,20241113172235000	2	8	422	544760	202210	服部製紙	服部製紙	4914366010			R5.5.10	R5.5.10	2086700	2086700							裏書譲渡手形	裏書譲渡手形,20241113172235000	2	8	422	544760	202210	服部製紙	服部製紙	4914366010			R5.5.10	R5.5.10	2086700	2086700							裏書譲渡手形	裏書譲渡手形,2516,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,7,,,testuser
20250723085603270,1,8,001,000335,202507,,,20241113172235000	2	9	422	544760	202210	服部製紙	服部製紙	4914366010			R5.4.10	R5.4.10	1739100	1739100							裏書譲渡手形	裏書譲渡手形,20241113172235000	2	9	422	544760	202210	服部製紙	服部製紙	4914366010			R5.4.10	R5.4.10	1739100	1739100							裏書譲渡手形	裏書譲渡手形,2517,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,8,,,testuser
20250723085603270,1,9,001,000335,202507,,,20241113172235000	2	10	422	544760	202210	日本モウルド工業	日本モウルド工業	8422659797			R5.6.5	R5.6.5	794046	794046							裏書譲渡手形	裏書譲渡手形,20241113172235000	2	10	422	544760	202210	日本モウルド工業	日本モウルド工業	8422659797			R5.6.5	R5.6.5	794046	794046							裏書譲渡手形	裏書譲渡手形,2518,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,9,,,testuser
20250723085603270,1,10,001,000335,202507,,,20241113172235000	2	11	422	544760	202210	アイム	アイム	5751627287			R5.4.30	R5.4.30	449435	449435							裏書譲渡手形	裏書譲渡手形,20241113172235000	2	11	422	544760	202210	アイム	アイム	5751627287			R5.4.30	R5.4.30	449435	449435							裏書譲渡手形	裏書譲渡手形,2519,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,10,,,testuser
20250723085603270,1,11,001,000335,202507,,,20241113172235000	2	12	422	544760	202210	その他	その他	8260198763					942716	942716							裏書譲渡手形	裏書譲渡手形,20241113172235000	2	12	422	544760	202210	その他	その他	8260198763					942716	942716							裏書譲渡手形	裏書譲渡手形,2520,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,11,,,testuser
