ocr_result_id,page_no,id,jgroupid_string,cif_number,settlement_at,registration_number_original,registration_number,maker_name_original,maker_name,maker_com_code,maker_com_code_status_id,maker_comcd_relation_source_type_id,maker_exist_comcd_relation_history_id,issue_date_original,issue_date,due_date_original,due_date,paying_bank_name_original,paying_bank_name,paying_bank_code,paying_bank_branch_name_original,paying_bank_branch_name,balance_original,balance,discount_bank_name_original,discount_bank_name,discount_bank_code,description_original,description,conf_registration_number,conf_maker_name,conf_issue_date,conf_due_date,conf_balance,conf_paying_bank_name,conf_paying_bank_branch_name,conf_discount_bank_name,conf_description,coord_x_registration_number,coord_y_registration_number,coord_h_registration_number,coord_w_registration_number,coord_x_maker_name,coord_y_maker_name,coord_h_maker_name,coord_w_maker_name,coord_x_issue_date,coord_y_issue_date,coord_h_issue_date,coord_w_issue_date,coord_x_due_date,coord_y_due_date,coord_h_due_date,coord_w_due_date,coord_x_balance,coord_y_balance,coord_h_balance,coord_w_balance,coord_x_paying_bank_name,coord_y_paying_bank_name,coord_h_paying_bank_name,coord_w_paying_bank_name,coord_x_paying_bank_branch_name,coord_y_paying_bank_branch_name,coord_h_paying_bank_branch_name,coord_w_paying_bank_branch_name,coord_x_discount_bank_name,coord_y_discount_bank_name,coord_h_discount_bank_name,coord_w_discount_bank_name,coord_x_description,coord_y_description,coord_h_description,coord_w_description,row_no,insertdatetime,updatedatetime,updateuser
20250723085603350,1,1,001,000343,202507,,,20250510153320000	2	1	173	600940	202412	アラム(株)	アラム(株)	7631981764			6.1.10	6.1.10	3000000	3000000	三菱UFJ銀行	三菱UFJ銀行	天満橋	天満橋				,20250510153320000	2	1	173	600940	202412	アラム(株)	アラム(株)	7631981764			6.1.10	6.1.10	3000000	3000000	三菱UFJ銀行	三菱UFJ銀行	天満橋	天満橋				,2148,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,1,,,testuser
20250723085603350,1,2,001,000343,202507,,,20250510153320000	2	2	173	600940	202412	宇野(株)	宇野(株)	6548919877			6.1.10	6.1.10	29259566	29259566	みずほ銀行	みずほ銀行	難波支店	難波支店			4枚	4枚,20250510153320000	2	2	173	600940	202412	宇野(株)	宇野(株)	6548919877			6.1.10	6.1.10	29259566	29259566	みずほ銀行	みずほ銀行	難波支店	難波支店			4枚	4枚,2149,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,2,,,testuser
20250723085603350,1,3,001,000343,202507,,,20250510153320000	2	3	173	600940	202412	(株)キング製作所	(株)キング製作所	4781863259			5.11.30	5.11.30	2570481	2570481	三井住友銀行	三井住友銀行	梅田支店	梅田支店				,20250510153320000	2	3	173	600940	202412	(株)キング製作所	(株)キング製作所	4781863259			5.11.30	5.11.30	2570481	2570481	三井住友銀行	三井住友銀行	梅田支店	梅田支店				,2150,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3,,,testuser
20250723085603350,1,4,001,000343,202507,,,20250510153320000	2	4	173	600940	202412	丸喜ポンプ工業(株)	丸喜ポンプ工業(株)	2508325677			6.1.31	6.1.31	8169836	8169836	みずほ銀行	みずほ銀行	四ツ橋支店	四ツ橋支店			3枚	3枚,20250510153320000	2	4	173	600940	202412	丸喜ポンプ工業(株)	丸喜ポンプ工業(株)	2508325677			6.1.31	6.1.31	8169836	8169836	みずほ銀行	みずほ銀行	四ツ橋支店	四ツ橋支店			3枚	3枚,2151,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,4,,,testuser
20250723085603350,1,5,001,000343,202507,,,20250510153320000	2	5	173	600940	202412	(株)サンワ	(株)サンワ	9967727966			6.1.10	6.1.10	2439536	2439536	三菱UFJ銀行	三菱UFJ銀行	天六支店	天六支店				,20250510153320000	2	5	173	600940	202412	(株)サンワ	(株)サンワ	9967727966			6.1.10	6.1.10	2439536	2439536	三菱UFJ銀行	三菱UFJ銀行	天六支店	天六支店				,2152,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,5,,,testuser
20250723085603350,1,6,001,000343,202507,,,20250510153320000	2	6	173	600940	202412	(株)シンコー理化	(株)シンコー理化	4040783153			6.1.10	6.1.10	5997073	5997073	三菱UFJ銀行	三菱UFJ銀行	針中野支店	針中野支店			2枚	2枚,20250510153320000	2	6	173	600940	202412	(株)シンコー理化	(株)シンコー理化	4040783153			6.1.10	6.1.10	5997073	5997073	三菱UFJ銀行	三菱UFJ銀行	針中野支店	針中野支店			2枚	2枚,2153,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,6,,,testuser
20250723085603350,1,7,001,000343,202507,,,20250510153320000	2	7	173	600940	202412	(株)スカイサイエンス	(株)スカイサイエンス	5460622791			5.11.20	5.11.20	10758850	10758850	尼崎信用金庫	尼崎信用金庫	三田支店	三田支店			4枚	4枚,20250510153320000	2	7	173	600940	202412	(株)スカイサイエンス	(株)スカイサイエンス	5460622791			5.11.20	5.11.20	10758850	10758850	尼崎信用金庫	尼崎信用金庫	三田支店	三田支店			4枚	4枚,2154,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,7,,,testuser
20250723085603350,1,8,001,000343,202507,,,20250510153320000	2	8	173	600940	202412	第一理化(株)	第一理化(株)	8429318351			5.12.5	5.12.5	7587696	7587696	三井住友銀行	三井住友銀行	南森町支店	南森町支店				,20250510153320000	2	8	173	600940	202412	第一理化(株)	第一理化(株)	8429318351			5.12.5	5.12.5	7587696	7587696	三井住友銀行	三井住友銀行	南森町支店	南森町支店				,2155,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,8,,,testuser
20250723085603350,1,9,001,000343,202507,,,20250510153320000	2	9	173	600940	202412	西野産業(株)	西野産業(株)	8850187259			6.1.22	6.1.22	70470034	70470034	三井住友銀行	三井住友銀行	立売堀支店	立売堀支店			7枚	7枚,20250510153320000	2	9	173	600940	202412	西野産業(株)	西野産業(株)	8850187259			6.1.22	6.1.22	70470034	70470034	三井住友銀行	三井住友銀行	立売堀支店	立売堀支店			7枚	7枚,2156,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,9,,,testuser
20250723085603350,1,10,001,000343,202507,,,20250510153320000	2	10	173	600940	202412	(株)西山製作所	(株)西山製作所	0091741531			5.11.20	5.11.20	2422781	2422781	みずほ銀行	みずほ銀行	船場支店	船場支店				,20250510153320000	2	10	173	600940	202412	(株)西山製作所	(株)西山製作所	0091741531			5.11.20	5.11.20	2422781	2422781	みずほ銀行	みずほ銀行	船場支店	船場支店				,2157,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,10,,,testuser
