ocr_result_id,page_no,id,jgroupid_string,cif_number,settlement_at,registration_number_original,registration_number,maker_name_original,maker_name,maker_com_code,maker_com_code_status_id,maker_comcd_relation_source_type_id,maker_exist_comcd_relation_history_id,issue_date_original,issue_date,due_date_original,due_date,paying_bank_name_original,paying_bank_name,paying_bank_code,paying_bank_branch_name_original,paying_bank_branch_name,balance_original,balance,discount_bank_name_original,discount_bank_name,discount_bank_code,description_original,description,conf_registration_number,conf_maker_name,conf_issue_date,conf_due_date,conf_balance,conf_paying_bank_name,conf_paying_bank_branch_name,conf_discount_bank_name,conf_description,coord_x_registration_number,coord_y_registration_number,coord_h_registration_number,coord_w_registration_number,coord_x_maker_name,coord_y_maker_name,coord_h_maker_name,coord_w_maker_name,coord_x_issue_date,coord_y_issue_date,coord_h_issue_date,coord_w_issue_date,coord_x_due_date,coord_y_due_date,coord_h_due_date,coord_w_due_date,coord_x_balance,coord_y_balance,coord_h_balance,coord_w_balance,coord_x_paying_bank_name,coord_y_paying_bank_name,coord_h_paying_bank_name,coord_w_paying_bank_name,coord_x_paying_bank_branch_name,coord_y_paying_bank_branch_name,coord_h_paying_bank_branch_name,coord_w_paying_bank_branch_name,coord_x_discount_bank_name,coord_y_discount_bank_name,coord_h_discount_bank_name,coord_w_discount_bank_name,coord_x_description,coord_y_description,coord_h_description,coord_w_description,row_no,insertdatetime,updatedatetime,updateuser
20250723085602280,1,1,001,000233,202507,,,20241026171546000	2	1	123	524663	202211	(株)井上商事	(株)井上商事	3146211641	5.5.22	5.5.22	5.9.20	5.9.20	2177778	2177778	中国銀行	中国銀行	三石支店	三石支店				,20241026171546000	2	1	123	524663	202211	(株)井上商事	(株)井上商事	3146211641	5.5.22	5.5.22	5.9.20	5.9.20	2177778	2177778	中国銀行	中国銀行	三石支店	三石支店				,2467,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,1,,,testuser
20250723085602280,1,2,001,000233,202507,,,20241026171546000	2	2	123	524663	202211	(株)井上商事	(株)井上商事	3146211641	5.6.20	5.6.20	5.10.20	5.10.20	2347525	2347525	中国銀行	中国銀行	三石支店	三石支店				,20241026171546000	2	2	123	524663	202211	(株)井上商事	(株)井上商事	3146211641	5.6.20	5.6.20	5.10.20	5.10.20	2347525	2347525	中国銀行	中国銀行	三石支店	三石支店				,2468,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,2,,,testuser
20250723085602280,1,3,001,000233,202507,,,20241026171546000	2	3	123	524663	202211	(株)井上南茸	(株)井上南茸	3526689199	5.7.20	5.7.20	5.11.20	5.11.20	955645	955645	中国銀行	中国銀行	三石支店	三石支店				,20241026171546000	2	3	123	524663	202211	(株)井上南茸	(株)井上南茸	3526689199	5.7.20	5.7.20	5.11.20	5.11.20	955645	955645	中国銀行	中国銀行	三石支店	三石支店				,2469,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3,,,testuser
20250723085602280,1,4,001,000233,202507,,,20241026171546000	2	4	123	524663	202211	(株)井上商事	(株)井上商事	3146211641	5.8.21	5.8.21	5.12.20	5.12.20	2518583	2518583	中国銀行	中国銀行	三石支店	三石支店				,20241026171546000	2	4	123	524663	202211	(株)井上商事	(株)井上商事	3146211641	5.8.21	5.8.21	5.12.20	5.12.20	2518583	2518583	中国銀行	中国銀行	三石支店	三石支店				,2470,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,4,,,testuser
20250723085602280,1,5,001,000233,202507,,,20241026171546000	2	5	123	524663	202211	(株)丸豊鋳材製作所	(株)丸豊鋳材製作所	5861078308	5.5.31	5.5.31	5.10.2	5.10.2	633344	633344	中国銀行	中国銀行	玉島支店	玉島支店				,20241026171546000	2	5	123	524663	202211	(株)丸豊鋳材製作所	(株)丸豊鋳材製作所	5861078308	5.5.31	5.5.31	5.10.2	5.10.2	633344	633344	中国銀行	中国銀行	玉島支店	玉島支店				,2471,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,5,,,testuser
20250723085602280,1,6,001,000233,202507,,,20241026171546000	2	6	123	524663	202211	(株)丸豊鋳材製作所	(株)丸豊鋳材製作所	5861078308	5.5.31	5.5.31	5.10.2	5.10.2	3000000	3000000	中国銀行	中国銀行	玉島支店	玉島支店				,20241026171546000	2	6	123	524663	202211	(株)丸豊鋳材製作所	(株)丸豊鋳材製作所	5861078308	5.5.31	5.5.31	5.10.2	5.10.2	3000000	3000000	中国銀行	中国銀行	玉島支店	玉島支店				,2472,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,6,,,testuser
20250723085602280,1,7,001,000233,202507,,,20241026171546000	2	7	123	524663	202211	(株)丸豊鋳材製作所	(株)丸豊鋳材製作所	5861078308	5.6.30	5.6.30	5.10.31	5.10.31	3000000	3000000	中国銀行	中国銀行	玉島支店	玉島支店				,20241026171546000	2	7	123	524663	202211	(株)丸豊鋳材製作所	(株)丸豊鋳材製作所	5861078308	5.6.30	5.6.30	5.10.31	5.10.31	3000000	3000000	中国銀行	中国銀行	玉島支店	玉島支店				,2473,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,7,,,testuser
20250723085602280,1,8,001,000233,202507,,,20241026171546000	2	8	123	524663	202211	(株)丸豊鋳材製作所	(株)丸豊鋳材製作所	5861078308	5.6.30	5.6.30	5.10.31	5.10.31	230194	230194	中国銀行	中国銀行	玉島支店	玉島支店				,20241026171546000	2	8	123	524663	202211	(株)丸豊鋳材製作所	(株)丸豊鋳材製作所	5861078308	5.6.30	5.6.30	5.10.31	5.10.31	230194	230194	中国銀行	中国銀行	玉島支店	玉島支店				,2474,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,8,,,testuser
20250723085602280,1,9,001,000233,202507,,,20241026171546000	2	9	123	524663	202211	(株)丸豊鋳材製作所	(株)丸豊鋳材製作所	5861078308	5.7.31	5.7.31	5.11.30	5.11.30	429272	429272	中国銀行	中国銀行	玉島支店	玉島支店				,20241026171546000	2	9	123	524663	202211	(株)丸豊鋳材製作所	(株)丸豊鋳材製作所	5861078308	5.7.31	5.7.31	5.11.30	5.11.30	429272	429272	中国銀行	中国銀行	玉島支店	玉島支店				,2475,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,9,,,testuser
20250723085602280,1,10,001,000233,202507,,,20241026171546000	2	10	123	524663	202211	(株)丸豊鋳材製作所	(株)丸豊鋳材製作所	5861078308	5.7.31	5.7.31	5.11.30	5.11.30	3000000	3000000	中国銀行	中国銀行	玉島支店	玉島支店				,20241026171546000	2	10	123	524663	202211	(株)丸豊鋳材製作所	(株)丸豊鋳材製作所	5861078308	5.7.31	5.7.31	5.11.30	5.11.30	3000000	3000000	中国銀行	中国銀行	玉島支店	玉島支店				,2476,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,10,,,testuser
