ocr_result_id,page_no,id,jgroupid_string,cif_number,settlement_at,registration_number_original,registration_number,maker_name_original,maker_name,maker_com_code,maker_com_code_status_id,maker_comcd_relation_source_type_id,maker_exist_comcd_relation_history_id,issue_date_original,issue_date,due_date_original,due_date,paying_bank_name_original,paying_bank_name,paying_bank_code,paying_bank_branch_name_original,paying_bank_branch_name,balance_original,balance,discount_bank_name_original,discount_bank_name,discount_bank_code,description_original,description,conf_registration_number,conf_maker_name,conf_issue_date,conf_due_date,conf_balance,conf_paying_bank_name,conf_paying_bank_branch_name,conf_discount_bank_name,conf_description,coord_x_registration_number,coord_y_registration_number,coord_h_registration_number,coord_w_registration_number,coord_x_maker_name,coord_y_maker_name,coord_h_maker_name,coord_w_maker_name,coord_x_issue_date,coord_y_issue_date,coord_h_issue_date,coord_w_issue_date,coord_x_due_date,coord_y_due_date,coord_h_due_date,coord_w_due_date,coord_x_balance,coord_y_balance,coord_h_balance,coord_w_balance,coord_x_paying_bank_name,coord_y_paying_bank_name,coord_h_paying_bank_name,coord_w_paying_bank_name,coord_x_paying_bank_branch_name,coord_y_paying_bank_branch_name,coord_h_paying_bank_branch_name,coord_w_paying_bank_branch_name,coord_x_discount_bank_name,coord_y_discount_bank_name,coord_h_discount_bank_name,coord_w_discount_bank_name,coord_x_description,coord_y_description,coord_h_description,coord_w_description,row_no,insertdatetime,updatedatetime,updateuser
20250723085602820,1,1,001,000288,202507,,,20250513182414000	2	1	251	116592	202201	(株)速永工務店	(株)速永工務店	4840349771					10604000	10604000	肥後銀行人吉	肥後銀行人吉						,20250513182414000	2	1	251	116592	202201	(株)速永工務店	(株)速永工務店	4840349771					10604000	10604000	肥後銀行人吉	肥後銀行人吉						,2751,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,1,,,testuser
20250723085602820,1,2,001,000288,202507,,,20250513182414000	2	2	251	116592	202201	(株)中野産業	(株)中野産業	2787414800					10000000	10000000	宮崎銀行宮崎	宮崎銀行宮崎						,20250513182414000	2	2	251	116592	202201	(株)中野産業	(株)中野産業	2787414800					10000000	10000000	宮崎銀行宮崎	宮崎銀行宮崎						,2752,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,2,,,testuser
20250723085602820,1,3,001,000288,202507,,,20250513182414000	2	3	251	116592	202201	吉原建設(株)	吉原建設(株)	2812967591					8900000	8900000	宮崎銀行都城	宮崎銀行都城						,20250513182414000	2	3	251	116592	202201	吉原建設(株)	吉原建設(株)	2812967591					8900000	8900000	宮崎銀行都城	宮崎銀行都城						,2753,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3,,,testuser
20250723085602820,1,4,001,000288,202507,,,20250513182414000	2	4	251	116592	202201	(株)三好鉄工所	(株)三好鉄工所	6118711874					4698100	4698100	愛媛銀行新居浜	愛媛銀行新居浜						,20250513182414000	2	4	251	116592	202201	(株)三好鉄工所	(株)三好鉄工所	6118711874					4698100	4698100	愛媛銀行新居浜	愛媛銀行新居浜						,2754,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,4,,,testuser
20250723085602820,1,5,001,000288,202507,,,20250513182414000	2	5	251	116592	202201	その他	その他	0855916625					3114760	3114760								,20250513182414000	2	5	251	116592	202201	その他	その他	0855916625					3114760	3114760								,2755,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,5,,,testuser
20250723085602820,1,6,001,000288,202507,,,20250513182414000	2	7	251	116592	202201	(株)矢野興業	(株)矢野興業	9493869009					14750000	14750000	宮崎銀行高千穂	宮崎銀行高千穂					裏書手形	裏書手形,20250513182414000	2	7	251	116592	202201	(株)矢野興業	(株)矢野興業	9493869009					14750000	14750000	宮崎銀行高千穂	宮崎銀行高千穂					裏書手形	裏書手形,2756,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,6,,,testuser
20250723085602820,1,7,001,000288,202507,,,20250513182414000	2	8	251	116592	202201	(株)中野産業	(株)中野産業	2787414800					5300000	5300000	宮崎銀行宮崎	宮崎銀行宮崎					裏書手形	裏書手形,20250513182414000	2	8	251	116592	202201	(株)中野産業	(株)中野産業	2787414800					5300000	5300000	宮崎銀行宮崎	宮崎銀行宮崎					裏書手形	裏書手形,2757,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,7,,,testuser
20250723085602820,1,8,001,000288,202507,,,20250513182414000	2	9	251	116592	202201	木材化工機(株)	木材化工機(株)	8191806666					4411000	4411000	みずほ銀行堂島	みずほ銀行堂島					裏書手形	裏書手形,20250513182414000	2	9	251	116592	202201	木材化工機(株)	木材化工機(株)	8191806666					4411000	4411000	みずほ銀行堂島	みずほ銀行堂島					裏書手形	裏書手形,2758,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,8,,,testuser
20250723085602820,1,9,001,000288,202507,,,20250513182414000	2	10	251	116592	202201	田中鉄工(株)	田中鉄工(株)	3781110263					3959596	3959596	筑邦銀行本店営業部	筑邦銀行本店営業部					裏書手形	裏書手形,20250513182414000	2	10	251	116592	202201	田中鉄工(株)	田中鉄工(株)	3781110263					3959596	3959596	筑邦銀行本店営業部	筑邦銀行本店営業部					裏書手形	裏書手形,2759,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,9,,,testuser
20250723085602820,1,10,001,000288,202507,,,20250513182414000	2	11	251	116592	202201	吉原建設(株)	吉原建設(株)	2812967591					3500000	3500000	宮崎銀行宇都宮	宮崎銀行宇都宮					裏書手形	裏書手形,20250513182414000	2	11	251	116592	202201	吉原建設(株)	吉原建設(株)	2812967591					3500000	3500000	宮崎銀行宇都宮	宮崎銀行宇都宮					裏書手形	裏書手形,2760,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,10,,,testuser
