ocr_result_id,page_no,id,jgroupid_string,cif_number,settlement_at,registration_number_original,registration_number,maker_name_original,maker_name,maker_com_code,maker_com_code_status_id,maker_comcd_relation_source_type_id,maker_exist_comcd_relation_history_id,issue_date_original,issue_date,due_date_original,due_date,paying_bank_name_original,paying_bank_name,paying_bank_code,paying_bank_branch_name_original,paying_bank_branch_name,balance_original,balance,discount_bank_name_original,discount_bank_name,discount_bank_code,description_original,description,conf_registration_number,conf_maker_name,conf_issue_date,conf_due_date,conf_balance,conf_paying_bank_name,conf_paying_bank_branch_name,conf_discount_bank_name,conf_description,coord_x_registration_number,coord_y_registration_number,coord_h_registration_number,coord_w_registration_number,coord_x_maker_name,coord_y_maker_name,coord_h_maker_name,coord_w_maker_name,coord_x_issue_date,coord_y_issue_date,coord_h_issue_date,coord_w_issue_date,coord_x_due_date,coord_y_due_date,coord_h_due_date,coord_w_due_date,coord_x_balance,coord_y_balance,coord_h_balance,coord_w_balance,coord_x_paying_bank_name,coord_y_paying_bank_name,coord_h_paying_bank_name,coord_w_paying_bank_name,coord_x_paying_bank_branch_name,coord_y_paying_bank_branch_name,coord_h_paying_bank_branch_name,coord_w_paying_bank_branch_name,coord_x_discount_bank_name,coord_y_discount_bank_name,coord_h_discount_bank_name,coord_w_discount_bank_name,coord_x_description,coord_y_description,coord_h_description,coord_w_description,row_no,insertdatetime,updatedatetime,updateuser
20250723085603330,1,1,001,000341,202507,,,20241118154533000	2	1	221	207116	202211	新日本建販(株)	新日本建販(株)	5945245753	4.11.30	4.11.30	5.4.30	5.4.30	421850	421850	でんさいネット	でんさいネット						,20241118154533000	2	1	221	207116	202211	新日本建販(株)	新日本建販(株)	5945245753	4.11.30	4.11.30	5.4.30	5.4.30	421850	421850	でんさいネット	でんさいネット						,2195,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,1,,,testuser
20250723085603330,1,2,001,000341,202507,,,20241118154533000	2	2	221	207116	202211	産機商事(株)	産機商事(株)	8901747313	4.12.20	4.12.20	5.5.31	5.5.31	741400	741400	大光	大光	川口	川口				,20241118154533000	2	2	221	207116	202211	産機商事(株)	産機商事(株)	8901747313	4.12.20	4.12.20	5.5.31	5.5.31	741400	741400	大光	大光	川口	川口				,2196,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,2,,,testuser
20250723085603330,1,3,001,000341,202507,,,20241118154533000	2	3	221	207116	202211	新日本建販(株)	新日本建販(株)	5945245753	4.12.28	4.12.28	5.5.31	5.5.31	619190	619190	でんさいネット	でんさいネット						,20241118154533000	2	3	221	207116	202211	新日本建販(株)	新日本建販(株)	5945245753	4.12.28	4.12.28	5.5.31	5.5.31	619190	619190	でんさいネット	でんさいネット						,2197,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3,,,testuser
20250723085603330,1,4,001,000341,202507,,,20241118154533000	2	4	221	207116	202211	三信建設工業(株)	三信建設工業(株)	5966507650	5.1.11	5.1.11	5.5.11	5.5.11	640800	640800	三菱UFJ	三菱UFJ	飯田橋	飯田橋				,20241118154533000	2	4	221	207116	202211	三信建設工業(株)	三信建設工業(株)	5966507650	5.1.11	5.1.11	5.5.11	5.5.11	640800	640800	三菱UFJ	三菱UFJ	飯田橋	飯田橋				,2198,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,4,,,testuser
20250723085603330,1,5,001,000341,202507,,,20241118154533000	2	5	221	207116	202211	大和電業(株)	大和電業(株)	8440073883	5.1.20	5.1.20	5.5.6	5.5.6	460000	460000	でんさいネット	でんさいネット						,20241118154533000	2	5	221	207116	202211	大和電業(株)	大和電業(株)	8440073883	5.1.20	5.1.20	5.5.6	5.5.6	460000	460000	でんさいネット	でんさいネット						,2199,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,5,,,testuser
20250723085603330,1,6,001,000341,202507,,,20241118154533000	2	6	221	207116	202211	(株)メガダイン	(株)メガダイン	6429618903	5.1.20	5.1.20	5.4.30	5.4.30	343200	343200	みずほ	みずほ	志村	志村				,20241118154533000	2	6	221	207116	202211	(株)メガダイン	(株)メガダイン	6429618903	5.1.20	5.1.20	5.4.30	5.4.30	343200	343200	みずほ	みずほ	志村	志村				,2100,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,6,,,testuser
20250723085603330,1,7,001,000341,202507,,,20241118154533000	2	7	221	207116	202211	ケミカルグラウト(株)	ケミカルグラウト(株)	2754920299	5.1.20	5.1.20	5.5.20	5.5.20	600000	600000	みずほ	みずほ	新宿法人	新宿法人				,20241118154533000	2	7	221	207116	202211	ケミカルグラウト(株)	ケミカルグラウト(株)	2754920299	5.1.20	5.1.20	5.5.20	5.5.20	600000	600000	みずほ	みずほ	新宿法人	新宿法人				,2101,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,7,,,testuser
20250723085603330,1,8,001,000341,202507,,,20241118154533000	2	8	221	207116	202211	日特建設(株)	日特建設(株)	1073287747	5.1.25	5.1.25	5.5.25	5.5.25	865590	865590	三菱UFJ	三菱UFJ	銀座通	銀座通				,20241118154533000	2	8	221	207116	202211	日特建設(株)	日特建設(株)	1073287747	5.1.25	5.1.25	5.5.25	5.5.25	865590	865590	三菱UFJ	三菱UFJ	銀座通	銀座通				,2102,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,8,,,testuser
20250723085603330,1,9,001,000341,202507,,,20241118154533000	2	9	221	207116	202211	日特建設(株)	日特建設(株)	1073287747	5.1.25	5.1.25	5.6.30	5.6.30	284900	284900	三井住友	三井住友	東京中央	東京中央				,20241118154533000	2	9	221	207116	202211	日特建設(株)	日特建設(株)	1073287747	5.1.25	5.1.25	5.6.30	5.6.30	284900	284900	三井住友	三井住友	東京中央	東京中央				,2103,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,9,,,testuser
20250723085603330,1,10,001,000341,202507,,,20241118154533000	2	10	221	207116	202211	日特建設(株)	日特建設(株)	1073287747	5.1.25	5.1.25	5.5.25	5.5.25	1256948	1256948	三井住友	三井住友	東京中央	東京中央			2通	2通,20241118154533000	2	10	221	207116	202211	日特建設(株)	日特建設(株)	1073287747	5.1.25	5.1.25	5.5.25	5.5.25	1256948	1256948	三井住友	三井住友	東京中央	東京中央			2通	2通,2104,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,10,,,testuser
