ocr_result_id,page_no,id,jgroupid_string,cif_number,settlement_at,registration_number_original,registration_number,maker_name_original,maker_name,maker_com_code,maker_com_code_status_id,maker_comcd_relation_source_type_id,maker_exist_comcd_relation_history_id,issue_date_original,issue_date,due_date_original,due_date,paying_bank_name_original,paying_bank_name,paying_bank_code,paying_bank_branch_name_original,paying_bank_branch_name,balance_original,balance,discount_bank_name_original,discount_bank_name,discount_bank_code,description_original,description,conf_registration_number,conf_maker_name,conf_issue_date,conf_due_date,conf_balance,conf_paying_bank_name,conf_paying_bank_branch_name,conf_discount_bank_name,conf_description,coord_x_registration_number,coord_y_registration_number,coord_h_registration_number,coord_w_registration_number,coord_x_maker_name,coord_y_maker_name,coord_h_maker_name,coord_w_maker_name,coord_x_issue_date,coord_y_issue_date,coord_h_issue_date,coord_w_issue_date,coord_x_due_date,coord_y_due_date,coord_h_due_date,coord_w_due_date,coord_x_balance,coord_y_balance,coord_h_balance,coord_w_balance,coord_x_paying_bank_name,coord_y_paying_bank_name,coord_h_paying_bank_name,coord_w_paying_bank_name,coord_x_paying_bank_branch_name,coord_y_paying_bank_branch_name,coord_h_paying_bank_branch_name,coord_w_paying_bank_branch_name,coord_x_discount_bank_name,coord_y_discount_bank_name,coord_h_discount_bank_name,coord_w_discount_bank_name,coord_x_description,coord_y_description,coord_h_description,coord_w_description,row_no,insertdatetime,updatedatetime,updateuser
20250723085603330,1,11,001,000341,202507,,,20241118154533000	2	11	221	207116	202211	新日本建販(株)	新日本建販(株)	5945245753	5.1.31	5.1.31	5.6.30	5.6.30	570900	570900	でんさいネット	でんさいネット						,20241118154533000	2	11	221	207116	202211	新日本建販(株)	新日本建販(株)	5945245753	5.1.31	5.1.31	5.6.30	5.6.30	570900	570900	でんさいネット	でんさいネット						,2105,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,11,,,testuser
20250723085603330,1,12,001,000341,202507,,,20241118154533000	2	12	221	207116	202211	竹田商事(株)	竹田商事(株)	8335426359	5.2.15	5.2.15	5.6.15	5.6.15	723800	723800	でんさいネット	でんさいネット						,20241118154533000	2	12	221	207116	202211	竹田商事(株)	竹田商事(株)	8335426359	5.2.15	5.2.15	5.6.15	5.6.15	723800	723800	でんさいネット	でんさいネット						,2106,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,12,,,testuser
20250723085603330,1,13,001,000341,202507,,,20241118154533000	2	13	221	207116	202211	(株)カンツール	(株)カンツール	1987559300	5.2.20	5.2.20	5.5.31	5.5.31	493900	493900	みずほ	みずほ	世田谷	世田谷				,20241118154533000	2	13	221	207116	202211	(株)カンツール	(株)カンツール	1987559300	5.2.20	5.2.20	5.5.31	5.5.31	493900	493900	みずほ	みずほ	世田谷	世田谷				,2107,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,13,,,testuser
20250723085603330,1,14,001,000341,202507,,,20241118154533000	2	14	221	207116	202211	大和電業(株)	大和電業(株)	8440073883	5.2.20	5.2.20	5.6.6	5.6.6	500000	500000	でんさいネット	でんさいネット						,20241118154533000	2	14	221	207116	202211	大和電業(株)	大和電業(株)	8440073883	5.2.20	5.2.20	5.6.6	5.6.6	500000	500000	でんさいネット	でんさいネット						,2108,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,14,,,testuser
20250723085603330,1,15,001,000341,202507,,,20241118154533000	2	15	221	207116	202211	日特建設(株)	日特建設(株)	1073287747	5.2.27	5.2.27	5.6.25	5.6.25	1265440	1265440	三井住友	三井住友	東京中央	東京中央			3通	3通,20241118154533000	2	15	221	207116	202211	日特建設(株)	日特建設(株)	1073287747	5.2.27	5.2.27	5.6.25	5.6.25	1265440	1265440	三井住友	三井住友	東京中央	東京中央			3通	3通,2109,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,15,,,testuser
20250723085603330,1,16,001,000341,202507,,,20241118154533000	2	16	221	207116	202211	新日本建販(株)	新日本建販(株)	5945245753	5.2.28	5.2.28	5.7.31	5.7.31	162360	162360	でんさいネット	でんさいネット						,20241118154533000	2	16	221	207116	202211	新日本建販(株)	新日本建販(株)	5945245753	5.2.28	5.2.28	5.7.31	5.7.31	162360	162360	でんさいネット	でんさいネット						,2110,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,16,,,testuser
20250723085603330,1,17,001,000341,202507,,,20241118154533000	2	17	221	207116	202211	(株)ヒノデ開発	(株)ヒノデ開発	4479683792	5.2.28	5.2.28	5.7.5	5.7.5	105050	105050	でんさいネット	でんさいネット						,20241118154533000	2	17	221	207116	202211	(株)ヒノデ開発	(株)ヒノデ開発	4479683792	5.2.28	5.2.28	5.7.5	5.7.5	105050	105050	でんさいネット	でんさいネット						,2111,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,17,,,testuser
20250723085603330,1,18,001,000341,202507,,,20241118154533000	2	18	221	207116	202211	東陽商事(株)	東陽商事(株)	8538691703	5.2.28	5.2.28	5.7.31	5.7.31	862510	862510	でんさいネット	でんさいネット						,20241118154533000	2	18	221	207116	202211	東陽商事(株)	東陽商事(株)	8538691703	5.2.28	5.2.28	5.7.31	5.7.31	862510	862510	でんさいネット	でんさいネット						,2112,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,18,,,testuser
20250723085603330,1,19,001,000341,202507,,,20241118154533000	2	19	221	207116	202211	(株)トーメック	(株)トーメック	2662287047	5.2.28	5.2.28	5.7.31	5.7.31	286880	286880	でんさいネット	でんさいネット						,20241118154533000	2	19	221	207116	202211	(株)トーメック	(株)トーメック	2662287047	5.2.28	5.2.28	5.7.31	5.7.31	286880	286880	でんさいネット	でんさいネット						,2113,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,19,,,testuser
20250723085603330,1,20,001,000341,202507,,,20241118154533000	2	20	221	207116	202211	内村ボーリング工事(株)	内村ボーリング工事(株)	9482604643	5.2.28	5.2.28	5.5.31	5.5.31	137940	137940	北陸	北陸	旭川	旭川				,20241118154533000	2	20	221	207116	202211	内村ボーリング工事(株)	内村ボーリング工事(株)	9482604643	5.2.28	5.2.28	5.5.31	5.5.31	137940	137940	北陸	北陸	旭川	旭川				,2114,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,20,,,testuser
20250723085603330,1,21,001,000341,202507,,,20241118154533000	2	21	221	207116	202211	大和電業(株)	大和電業(株)	8440073883	5.3.20	5.3.20	5.7.6	5.7.6	1580000	1580000	でんさいネット	でんさいネット						,20241118154533000	2	21	221	207116	202211	大和電業(株)	大和電業(株)	8440073883	5.3.20	5.3.20	5.7.6	5.7.6	1580000	1580000	でんさいネット	でんさいネット						,2115,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,21,,,testuser
20250723085603330,1,22,001,000341,202507,,,20241118154533000	2	22	221	207116	202211	日特建設(株)	日特建設(株)	1073287747	5.3.27	5.3.27	5.7.25	5.7.25	513700	513700	三菱UFJ	三菱UFJ	銀座通	銀座通			2通	2通,20241118154533000	2	22	221	207116	202211	日特建設(株)	日特建設(株)	1073287747	5.3.27	5.3.27	5.7.25	5.7.25	513700	513700	三菱UFJ	三菱UFJ	銀座通	銀座通			2通	2通,2116,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,22,,,testuser
20250723085603330,1,23,001,000341,202507,,,20241118154533000	2	23	221	207116	202211	日特建設(株)	日特建設(株)	1073287747	5.3.27	5.3.27	5.7.25	5.7.25	673200	673200	三井住友	三井住友	東京中央	東京中央				,20241118154533000	2	23	221	207116	202211	日特建設(株)	日特建設(株)	1073287747	5.3.27	5.3.27	5.7.25	5.7.25	673200	673200	三井住友	三井住友	東京中央	東京中央				,2117,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,23,,,testuser
