ocr_result_id,page_no,id,jgroupid_string,cif_number,settlement_at,registration_number_original,registration_number,maker_name_original,maker_name,maker_com_code,maker_com_code_status_id,maker_comcd_relation_source_type_id,maker_exist_comcd_relation_history_id,issue_date_original,issue_date,due_date_original,due_date,paying_bank_name_original,paying_bank_name,paying_bank_code,paying_bank_branch_name_original,paying_bank_branch_name,balance_original,balance,discount_bank_name_original,discount_bank_name,discount_bank_code,description_original,description,conf_registration_number,conf_maker_name,conf_issue_date,conf_due_date,conf_balance,conf_paying_bank_name,conf_paying_bank_branch_name,conf_discount_bank_name,conf_description,coord_x_registration_number,coord_y_registration_number,coord_h_registration_number,coord_w_registration_number,coord_x_maker_name,coord_y_maker_name,coord_h_maker_name,coord_w_maker_name,coord_x_issue_date,coord_y_issue_date,coord_h_issue_date,coord_w_issue_date,coord_x_due_date,coord_y_due_date,coord_h_due_date,coord_w_due_date,coord_x_balance,coord_y_balance,coord_h_balance,coord_w_balance,coord_x_paying_bank_name,coord_y_paying_bank_name,coord_h_paying_bank_name,coord_w_paying_bank_name,coord_x_paying_bank_branch_name,coord_y_paying_bank_branch_name,coord_h_paying_bank_branch_name,coord_w_paying_bank_branch_name,coord_x_discount_bank_name,coord_y_discount_bank_name,coord_h_discount_bank_name,coord_w_discount_bank_name,coord_x_description,coord_y_description,coord_h_description,coord_w_description,row_no,insertdatetime,updatedatetime,updateuser
20250724112703440,1,1,001,001005,202507,,,(株)仙台銘板,(株)仙台銘板,2200,30,30,20,R5.12.20,R5.12.20,R6.5.10,R6.5.10,七十七銀行六丁目支店,七十七銀行六丁目支店,,七十七銀行六丁目支店,七十七銀行六丁目支店,,20250628130539000,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,1,,,testuser
20250724112703440,1,2,001,001005,202507,,,(株)カンエツ,(株)カンエツ,2224,30,30,20,R5.12.28,R5.12.28,R6.5.10,R6.5.10,第四北越銀行新崎支店,第四北越銀行新崎支店,,第四北越銀行新崎支店,第四北越銀行新崎支店,,20250628130539000,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,2,,,testuser
20250724112703440,1,3,001,001005,202507,,,化研マテリアル(株),化研マテリアル(株),2202,30,30,20,R6.1.30,R6.1.30,R6.5.10,R6.5.10,みずほ銀行新橋中央支店,みずほ銀行新橋中央支店,,みずほ銀行新橋中央支店,みずほ銀行新橋中央支店,,20250628130539000,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3,,,testuser
20250724112703440,1,4,001,001005,202507,,,(有)三和工業,(有)三和工業,2204,30,30,20,R6.2.5,R6.2.5,R6.5.10,R6.5.10,沖縄銀行安慶名支店,沖縄銀行安慶名支店,,沖縄銀行安慶名支店,沖縄銀行安慶名支店,,20250628130539000,みずほ銀行那覇支店,みずほ銀行那覇支店,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,4,,,testuser
20250724112703440,1,5,001,001005,202507,,,(有)ヒラヨシ産業,(有)ヒラヨシ産業,2225,30,30,20,R6.2.13,R6.2.13,R6.5.10,R6.5.10,琉球銀行寄宮支店,琉球銀行寄宮支店,,琉球銀行寄宮支店,琉球銀行寄宮支店,,20250628130539000,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,5,,,testuser
20250724112703440,1,6,001,001005,202507,,,コンドーテック(株),コンドーテック(株),2565,30,30,20,R6.1.30,R6.1.30,R6.5.11,R6.5.11,三菱UFJ銀行大正橋支店,三菱UFJ銀行大正橋支店,,三菱UFJ銀行大正橋支店,三菱UFJ銀行大正橋支店,,20250628130539000,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,6,,,testuser
20250724112703440,1,7,001,001005,202507,,,熊谷商事(株),熊谷商事(株),2206,30,30,20,R5.12.29,R5.12.29,R6.5.13,R6.5.13,北日本気仙沼支店,北日本気仙沼支店,,北日本気仙沼支店,北日本気仙沼支店,,20250628130539000,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,7,,,testuser
20250724112703440,1,8,001,001005,202507,,,沖縄市管工事(協),沖縄市管工事(協),2205,30,30,20,R6.2.15,R6.2.15,R6.5.13,R6.5.13,琉球銀行コザ十字路支店,琉球銀行コザ十字路支店,,琉球銀行コザ十字路支店,琉球銀行コザ十字路支店,,20250628130539000,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,8,,,testuser
20250724112703440,1,9,001,001005,202507,,,(株)平商事,(株)平商事,2207,30,30,20,R5.12.28,R5.12.28,R6.5.15,R6.5.15,琉球銀行読谷支店,琉球銀行読谷支店,,琉球銀行読谷支店,琉球銀行読谷支店,,20250628130539000,みずほ銀行那覇支店,みずほ銀行那覇支店,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,9,,,testuser
20250724112703440,1,10,001,001005,202507,,,(株)ナイソ,(株)ナイソ,2201,30,30,20,R6.1.19,R6.1.19,R6.5.15,R6.5.15,琉球銀行城間支店,琉球銀行城間支店,,琉球銀行城間支店,琉球銀行城間支店,,20250628130539000,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,10,,,testuser
