"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"日鋳商事株式会社","5.2.28","5.7.5","埼玉りそな銀行","北浦和支店","408025","",""
"株式会社丸阪","5.2.28","5.7.10","みずほ銀行","阿倍野橋支店","540078","",""
"株式会社チヨダ","5.3.20","5.7.20","八十二銀行","大宮支店","784712","",""
"東海鋼管株式会社","5.3.25","5.8.1","三十三銀行","新郊通支店","713676","",""
"株式会社丸阪","5.3.31","5.8.10","みずほ銀行","阿倍野橋支店","219912","",""
"冨美通信奥業株式会社","5.3.31","5.7.31","三菱UFJ銀行","八重洲通支店","1000000","",""
"冨美通信奥業株式会社","5.3.31","5.7.31","三菱UFJ銀行","八重洲通支店","50750","",""
"株式会社吉田鉄工営業部","5.4.10","5.7.31","東京ベイ信用金庫","船堀支店","5000000","",""
"株式会社タカシマ","5.4.17","5.8.17","三菱UFJ銀行","大伝馬町支店","596957","",""
"株式会社チヨダ","5.4.20","5.8.20","八十二銀行","大宮支店","725512","",""
"栗本商事株式会社","5.4.28","5.8.31","りそな銀行","大阪営業部","158400","",""
"株式会社今井鉄工所","5.4.28","5.9.5","三菱UFJ銀行","尼崎支店","1430000","",""
"岩野物産株式会社","5.4.28","5.8.31","三井住友銀行","日本橋東支店","732609","",""
"冨美通信奥業株式会社","5.4.28","5.8.31","三菱UFJ銀行","八重淵通支店","866403","",""
"冨士機材株式会社","5.4.20","5.9.1","三菱UFJ銀行","新富町支店","2008033","",""
"株式会社丸阪","5.5.8","5.9.10","みずほ銀行","阿倍野橋支店","237160","",""
"株式会社吉田鉄工営業部","5.5.10","5.8.31","東京ベイ信用金庫","船堀支店","5000000","",""
"岡總株式会社","5.5.10","5.9.10","三井住友銀行","船場支店","157498","",""
"株式会社南和商会","5.5.15","5.9.30","りそな銀行","大阪西区支店","347380","",""
"株式会社チヨダ","5.5.20","5.9.20","八十二銀行","大宮支店","507326","",""
"株式会社槌屋","5.5.25","5.9.25","三井住友銀行","上前津支店","332200","",""
"冨美通信興業株式会社","5.5.31","5.9.30","三菱UFJ銀行","八重洲通支店","493321","",""
"株式会社丸阪","5.5.31","5.10.10","みずほ銀行","阿倍野橋支店","327712","",""
"計","","","","","","",""
