"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"太平電業(株)","..","..","","","143847061","",""
"(株)三井E&S","..","..","","","57960505","",""
"江藤酸素(株)","..","..","","","54599384","",""
"入栄工業(株)","..","..","","","28518000","",""
"(株)ウッデイワールドのざき","..","..","","","14446012","",""
"(株)精電社","..","..","","","10548236","",""
"(株)アステア","..","..","","","9991519","",""
"(株)フジコー","..","..","","","9440408","",""
"(株)大晃産業","..","..","","","7824871","",""
"水島機材商事(株)","..","..","","","6443568","",""
"その他","..","..","","","141995640","",""
"","手持受取手形計","","","","485615204","",""
"","..","..","","","","",""
"","..","..","","","","",""
"","..","..","","","","",""
"","..","..","","","","",""
"","..","..","","","","",""
"","..","..","","","","",""
"","..","..","","","","",""
"","..","..","","","","",""
"","..","..","","","","",""
"","..","..","","","","",""
"","..","..","","","","",""
