"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"日新運輸工業(株)","5.3.20","5.5.5","山口銀行","長府支店","3000000","",""
"日新運輸工業(株)","5.3.20","5.5.5","山口銀行","長府支店","30500","",""
"日本汽力(株)","5.1.10","5.5.10","三井住友銀行","備後町支店","192500","",""
"日本汽力(株)","5.2.10","5.6.10","三菱UFJ銀行","上六支店","3000000","",""
"日本汽力(株)","5.2.10","5.6.10","三菱UFJ銀行","上六支店","300000","",""
"日本汽力(株)","5.3.10","5.7.10","三井住友銀行","備後町支店","3000000","",""
"日本汽力(株)","5.3.10","5.7.10","三井住友銀行","備後町支店","300000","",""
"千代一工業(株)","4.12.28","5.4.5","商工組合中央金庫","横浜西口支店","300000","","ビサン機工(有)"
"光洋機械産業(株)","5.1.20","5.5.20","りそな銀行","大阪営業部","2000000","","ビサン機工(有)"
"光洋機械産業(株)","5.1.20","5.5.20","りそな銀行","大阪営業部","2000000","","ビサン機工(有)"
"光洋機械産業(株)","5.2.20","5.6.20","りそな銀行","大阪営業部","1500000","","ビサン機工(有)"
"(株)ミツワ","5.1.21","5.5.21","山口銀行","宇部支店","134200","",""
"(株)ミツワ","5.2.21","5.6.21","山口銀行","宇部支店","292600","",""
"(株)ヤマダ","5.3.20","5.6.30","トマト銀行","水島支店","363000","",""
"(有)林商会","4.12.20","5.5.5","広島みどり信用金庫","本店","171600","",""
"(有)林商会","5.1.20","5.6.5","広島みどり信用金庫","本店","228800","",""
"(有)林商会","5.2.20","5.7.5","広島みどり信用金庫","本店","114400","",""
"(株)リョーキ","4.12.20","5.4.30","広島銀行","横川支店","120596","",""
"(株)産機","4.12.29","5.4.30","山陰合同銀行","本店営業部","237050","",""
"(株)産機","5.3.31","5.7.31","山陰合同銀行","本店営業部","123200","",""
"(株)ハマダ","5.2.28","5.6.25","三井住友銀行","網干支店","1045000","",""
"(有)信長興業","4.1.25","5.4.6","中国銀行","矢掛支店","180000","",""
"(有)信長興業","5.2.6","5.6.6","中国銀行","矢掛支店","260000","",""
"合計","","","","","","",""
