"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"大昭和紙工産業(株)","令5.4.26","令5.7.31","農林中央金庫","本店","3644204","",""
"〃","令5.5.26","令5.8.31","〃","〃","1936696","",""
"(株)ナカヤマ","令5.5.23","令5.7.31","北海道銀行","手稲支店","3000000","",""
"〃","令5.5.23","令5.7.31","〃","〃","225090","",""
"武蔵野産業(株)","令5.4.21","令5.7.15","みずほ銀行","中野支店","167906","",""
"〃","令5.5.23","令5.8.15","〃","〃","302720","",""
"レック(株)","令5.4.27","令5.7.25","三菱UFJ銀行","中央市場支","990751","",""
"〃","令5.5.26","令5.8.25","〃","〃","2215810","",""
"北洋印刷(株)","令5.4.21","令5.8.20","富士宮信用金庫","万野支店","567826","",""
"(株)井商","令5.4.27","令5.7.31","りそな銀行","堺東支店","198649","",""
"手持手形計","","","","","55764737","",""
"武蔵野産業(株)","令5.3.22","令5.6.15","みずほ銀行","中野支店","229702","商工中金/沼津支店",""
"大黒工業(株)","令5.3.15","令5.6.15","広島銀行","三島支店","763937","〃",""
"サラヤ(株)","令5.2.28","令5.6.16","関西みらい銀行","針中野支","2246805","〃",""
"〃","令5.3.27","令5.6.16","みずほ銀行","阿倍野橋支店","937420","〃",""
"(株)山村商店","令5.3.13","令5.6.30","三井住友銀行","横浜中央支","329472","静岡銀行/富土中央支店",""
"(株)ヤマヤス","令5.3.1","令5.6.30","三菱UFJ銀行","本所中央支","367066","〃",""
"大昭和紙工産業(株)","令5.3.28","令5.6.30","農林中央金庫","本店","1554648","〃",""
"(株)ニッショーバルブ","令5.2.24","令5.7.10","東邦銀行","北福島支店","2244581","〃",""
"レック(株)","令5.3.27","令5.6.25","三菱UFJ銀行","本所中央支","1501673","清水銀行/富士支店",""
"(株)ナカヤマ","令5.4.24","令5.6.30","北海道銀行","手稲支店","3000000","〃",""
