"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"コスモテキスタイル(株)","令5.1.31","令5.5.7","中国銀行福山支店","","4616186","","電子債権"
"コスモテキスタイル(株)","令5.2.28","令5.6.7","中国銀行福山支店","","3658684","","電子債権"
"コスモテキスタイル(株)","令5.3.31","令5.7.7","中国銀行福山支店","","1005987","","電子債権"
"堀商事(株)","令5.1.10","令5.4.20","中国銀行福山支店","","716584","","電子債権"
"堀商專(株)","令5.2.10","令5.5.20","中国銀行福山支店","","1412344","","電子債権"
"堀商事(株)","令5.3.10","令5.6.20","中国銀行福山支店","","240322","","電子債権"
"野々口(株)","令5.2.10","令5.4.30","中国銀行福山支店","","1329152","","電子債権"
"野々口(株)","令5.3.10","令5.5.31","中国銀行福山支店","","2192381","","電子債権"
"倉敷紡績(株)","令5.3.27","令5.5.23","中国銀行福山支店","","650762","","電子債権"
"その他","","","","","0","","電子債権"
"小計","","","","","50974913","",""
"計","","","","","53570082","",""
