"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"トーブツテクノ(株)","5.2.20","5.6.20","三井住友銀行","船場支店","464288","静岡銀行興津支店",""
"協立軽金属(株)","5.2.27","5.6.20","同上","十三支店","520916","同上",""
"(株)大里","5.2.28","5.5.31","三菱UFJ銀行","神田駅前支店","131472","同上",""
"(株)オオヤマ","5.2.28","5.6.30","りそな銀行","布施口支店","1063040","同上",""
"(株)マルエム","5.2.28","5.6.30","商工組合中央金庫","船場支店","828629","同上",""
"若井ホールディングス(株)","5.2.28","5.7.20","三菱UFJ銀行","今里支店","5531180","同上",""
"(株)マルエム","5.3.3","5.6.30","商工組合中央金庫","船場支店","595733","同上","(株)関西パーツ"
"(株)淀川製鋼所","5.3.3","5.5.1","りそな銀行","大阪営業部","355740","同上","同上"
"(株)ジューキ","5.3.6","5.7.20","埼玉りそな銀行","北本支店","8743478","同上",""
"電子記録債権割引計","","","","","73150456","",""
"藤田螺子工業(株)","4.12.12","5.4.10","三菱UFJ銀行","柳橋支店","1196589","サカモト工業(株)",""
"オリップ(株)","4.12.20","5.4.20","同上","心斎橋支店","1056262","大石機械(株)",""
"(株)鋲定本店","4.12.23","5.4.30","富山第一銀行","東京支店","272195","I共同紙器(株)",""
"ファスナー工業(株)","4.12.26","5.4.30","城南信用金庫","入新井支店","485278","木田精工(株)",""
"シンコーエステック(株)","4.12.26","5.4.30","大阪信用金庫","加美支店","455141","(株)中村機工",""
"(株)ノダ","5.1.5","5.4.30","静岡銀行","東京営業部","1233858","(株)エムケーテクニカル",""
"(株)三槌","5.1.6","5.5.10","埼玉縣信用金庫","草加支店","479508","(株)小林ワッシャー",""
"(株)ユニタス","5.1.20","5.5.31","商工組合中央金庫","上野支店","1178298","(株)十字屋紙器",""
"ファスナー工業(株)","5.1.25","5.5.31","城南信用金庫","入新井支店","628695","(有)萬善鑛金",""
"シンコーエステック(株)","5.1.26","5.5.31","大阪信用金庫","加美支店","928702","(株)中村機工",""
"(株)ノダ","5.1.30","5.4.30","静岡銀行","東京営業部","612298","木田精工(株)",""
"(株)鋲定本店","5.1.30","5.5.31","富山第一銀行","東京支店","323092","共同紙器(株)",""
"合計","","","","","","",""
