"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"コバヤシ食品機工(株)","R3・4・20","R3・9・20","","","171700","","手持ち"
"(株)エムグリット","R4・5・20","R4・10・5","","","1259140","","手持ち"
"みのる産業(株)","R4・5・20","R4・10・1","","","378994","","手持ち"
"丸善(株)","R4・5・20","R4・9・30","","","1739906","","手持ち"
"新東工業(株)","R4・5・20","R4・9・30","","","4746770","","手持ち"
"五合(株)","R4・5・20","R4・10・3","","","5000000","","手持ち"
"〃","R4・5・20","R4・10・3","","","2432390","","手持ち"
"〃","R4・1・20","R4・6・3","","","1891031","名古屋銀行小田井支店","割引"
"〃","R4・1・20","R4・6・3","","","5000000","名古屋銀行小田井支店","割引"
"新東工業(株)","R4・2・20","R4・6・30","","","4769083","名古屋銀行小田井支店","割引"
"五合(株)","R4・2・20","R4・7・3","","","4921477","名古屋銀行小田井支店","割引"
"〃","R4・3・20","R4・8・3","","","1913396","名古屋銀行小田井支店","割引"
"〃","R4・3・20","R4・8・3","","","5000000","名古屋銀行小田井支店","割引"
"新東工業(株)","R4・3・20","R4・7・31","","","4868625","名古屋銀行小田井支店","割引"
"五合(株)","R4・4・20","R4・9・3","","","2561791","名古屋銀行小田井支店","割引"
"〃","R4・4・20","R4・9・3","","","5000000","名古屋銀行小田井支店","割引"
"新東工業(株)","R4・4・20","R4・8・31","","","5967420","名古屋銀行小田井支店","割引"
"(株)エムグリット","R4・1・20","R4・6・5","","","1316626","愛知銀行西春支店","割引"
"〃","R4・2・20","R4・7・5","","","904610","愛知銀行西春支店","割引"
"みのる産業(株)","R4・1・20","R4・6・1","","","943470","岐阜信用金庫平田支店","割引"
"丸善(株)","R4・1・20","R4・6・30","","","1370196","岐阜信用金庫平田支店","割引"
"コバヤシ食品機工(株)","R4・2・20","R4・6・30","","","122700","岐阜信用金庫平田支店","割引"
"中部美化企業(株)","R4・2・20","R4・6・30","","","679726","岐阜信用金庫平田支店","割引"
"計","","","","","","",""
