"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"信号電材(株)","5.4.28","5.8.31","福岡銀行","大牟田支店","2706000","",""
"クロレラ工業(株)","5.4.28","5.7.31","三菱UFJ銀行","浜松町支店","1259203","",""
"同上","5.3.31","5.6.30","同上","同上","919006","",""
"(株)大石膏盛堂","5.1.31","5.5.31","佐賀銀行","鳥栖支店","839960","",""
"(株)新興精機","5.2.15","5.5.15","福岡銀行","箱崎支店","756013","",""
"(株)大石膏盛堂","5.4.28","5.8.31","佐賀銀行","鳥栖支店","677446","",""
"クロレラ工業(株)","5.2.28","5.5.31","三菱UFJ銀行","浜松町支店","584793","",""
"同上","5.1.31","5.4.30","同上","同上","527670","","5/1決済"
"(株)大石膏盛堂","4.12.31","5.4.30","佐賀銀行","鳥栖支店","515020","","同上"
"同上","5.3.31","5.7.31","同上","同上","479820","",""
"同上","5.2.28","5.6.30","同上","同上","402435","",""
"(株)山口商会","5.3.31","5.8.1","西日本シティ銀行","延岡支店","374000","",""
"(株)久留米科学機器","5.1.31","5.4.30","福岡銀行","久留米支店","219721","","5/1決済"
"受取手形計","","","","","10261087","",""
"新川電機(株)","5.4.28","5.7.31","山口銀行","広島支店","4311164","",""
"(株)ジェイ・サイエンス西日本","5.4.20","5.7.20","福岡銀行","福岡流通センター支店","388740","",""
"(株)ユーエスアイ","5.4.15","5.7.15","三菱UFJ銀行","久留米支店","261250","",""
"電子債権計","","","","","4961154","",""
"合計","","","","","15222241","",""
