"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"岐阜富士工器(株)","令5.5.15","令5.9.25","(株)十六銀行","各務原支店","967696","",""
"(株)KSW","令5.6.5","令5.9.29","三菱UFJファクター","","1162700","",""
"水戸工業(株)","令5.5.15","令5.9.30","(株)三菱UFJ銀行","神田駅前支店","1406900","",""
"(株)ヨシタケ","令5.5.31","令5.9.30","(株)三菱UFJ銀行","堀田支店","439000","",""
"(株)フジックス","令5.7.20","令5.10.3","八十二銀行","本店営業部","2816402","",""
"岐阜富士工器(株)","令5.6.15","令5.10.25","(株)十六銀行","各務原支店","1357235","",""
"(株)KSW","令5.7.6","令5.10.31","(株)三菱UFJ銀行","","193380","",""
"水戸工業(株)","令5.6.12","令5.10.31","(株)三菱UFJ銀行","神田駅前支店","675312","",""
"森六ケミカルズ(株)","令5.7.20","令5.10.31","(株)阿波銀行","東京支店","1871863","",""
"(株)ヨシタケ","令5.6.30","令5.10.31","(株)三菱UFJ銀行","堀田支店","1155000","",""
"岐阜富士工器(株)","令5.7.15","令5.11.25","(株)十六銀行","各務原支店","1671402","",""
"水戸工業(株)","令5.7.10","令5.11.30","(株)三菱UFJ銀行","神田駅前支店","844140","",""
"(株)ヨシタケ","令5.7.31","令5.11.30","(株)三菱UFJ銀行","堀田支店","410000","",""
"佐藤金属(株)","令5.7.31","令5.11.30","(株)三菱UFJ銀行","神田駅前支店","10742380","",""
"森六ケミカルズ(株)","令5.8.20","令5.11.30","(株)阿波銀行","東京支店","1194402","",""
"富士工器(株)","令5.8.20","令5.12.20","(株)三菱UFJ銀行","大津町支店","14255883","",""
"岐阜富士工器(株)","令5.8.15","令8.12.25","(株)十六銀行","各務原支店","2067285","",""
"マスプロ電工(株)","令5.8.31","令5.12.28","(株)三井住友銀行","名古屋支店","4239173","",""
"(株)ヨシタケ","令5.8.31","令5.12.31","(株)三菱UFJ銀行","堀田支店","971000","",""
"佐藤金属(株)","令5.8.31","令5.12.31","(株)三菱UFJ銀行","神田駅前支店","9369085","",""
"サンコー商事(株)","令5.8.25","令5.12.31","(株)三菱UFJ銀行","名古屋営業部","3000000","",""
"サンコー商事(株)","令5.8.25","令5.12.31","(株)三菱UFJ銀行","名古屋営業部","1276281","",""
"水戸工業(株)","令5.8.10","令6.1.4","(株)三菱UFJ銀行","神田駅前支店","844140","",""
"計","","","","","62930659","",""
