"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"(株)トーマネ","令4.10.17","令5.2.25","三菱UFJ","堀留","412096","",""
"(株)白水社","令4.10.31","令5.2.15","りそな","神田","3000000","",""
"(株)白水社","令4.10.31","令5.2.15","りそな","神田","412096","",""
"(株)白水社","令4.10.31","令5.2.15","りそな","神田","299596","",""
"杉田エース(株)","令4.10.31","令5.2.28","三井住友","浅草橋","939981","",""
"ジーク(株)","令4.11.7","令5.2.28","三井住友","四条","350000","",""
"永原工芸(株)","令4.11.7","令5.3.8","尼崎信用金庫","本店営業部","770000","",""
"がんこフードサービス(株)","令4.11.20","令5.2.28","三井住友","天王寺駅前","990000","",""
"(株)マッシュ","令4.11.21","令5.3.20","十六","名古屋駅前","2000000","",""
"(株)J.フロント建装","令4.11.25","令5.3.20","三井住友","船場","2079000","",""
"(株)村山工房","令4.11.25","令5.3.25","三菱UFJ","久留米","400000","",""
"(株)ムラック","令4.11.25","令5.3.25","三井住友","浅草橋","1925000","",""
"(株)ラックランド","令4.11.15","令5.3.15","三菱UFJ","新宿","728596","",""
"クレアプランニング(株)","令4.11.30","令5.3.31","筑邦","福岡営業所","810000","",""
"(株)清和ビジネス","令4.11.25","令5.3.7","りそな","東京中央","3356583","",""
"ジーク(株)","令4.12.5","令5.3.31","みずほ","京都中央","950000","",""
"(株)ラックランド","令4.12.5","令5.4.15","三菱UFJ","新宿","2275596","",""
"(株)丹青社","令4.12.26","令5.4.28","三井住友","上野","1910000","",""
"(株)村山工房","令4.12.25","令5.4.25","三菱UFJ","久留米","500000","",""
"(株)バウハウス丸栄","令4.12.28","令5.2.28","大垣共立","岐阜","990000","",""
"野原ホールディングス(株)","令4.12.28","令5.3.31","八十二","東京営業部","129690","",""
"(株)ノムラメディアス","令4.12.29","令5.2.28","りそな","田町","1630992","",""
"(株)乃村工藝社","令4.12.29","令5.2.28","三井住友","東京中央","5000000","",""
"計","","","","","","",""
