"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"四国化工機(株)","","","","","19111186","","4枚"
"(株)豊通テック","","","","","12384332","","1枚"
"港産業(株)港テクノシステムカンパニー","","","","","6460271","","2枚"
"(株)十川ゴム","","","","","5775000","","1枚"
"マルイテック(株)","","","","","2365000","","1枚"
"(株)ニッケ機械製作所","","","","","2088625","","2枚"
"(株)タウシステム","","","","","946000","","1枚"
"加茂川啓明電機(株)","","","","","649000","","1枚"
"(株)東陽","","","","","606650","","1枚"
"徳島電制(株)","","","","","371910","","1枚"
"福岡酸素(株)","","","","","276540","","1枚"
"(株)エヌテック","","","","","67100","","1枚"
"小計","","","","","51101614","",""
"計","","","","","51101614","",""
