"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"安藤建設(株)","R5.1.20","R5.4.30","山口銀行長門支店","","1554000","","BA96852"
"小田建設(株)","R5.1.20","R5.4.30","山口銀行萩支店","","1131693","","BB51322"
"大西化成(株)","R5.1.31","R5.4.30","広島銀行竹原支店","","124000","","V59514"
"(有)松原","R5.1.31","R5.4.30","山口銀行江崎支店","","782729","","BA26216"
"(株)ジオパワーシステム","R5.1.31","R5.4.30","山口銀行長門支店","","789677","","BB96168"
"(有)砂川工業","R5.2.10","R5.4.30","山口銀行光支店","","590000","","BB43195"
"本田機工(株)","R4.12.26","R5.5.5","福岡銀行箱崎支店","","233877","","YY38100"
"(株)武田組","R5.2.6","R5.5.5","山口銀行徳佐支店","","1600000","","BB26668"
"山陽鋼機建設(株)","R5.1.25","R5.5.10","西中国信用金庫小郡支店","","1125398","","Y413655"
"田中建設(株)","R5.2.10","R5.5.10","西京銀行萩支店","","6136073","","SR200026"
"(有)国安電気","R5.1.11","R5.5.15","山口銀行萩支店","","400123","","AY52782"
"大田鋼管(株)","R5.1.15","R5.5.15","山口銀行広島西支店","","1215426","","BB84881"
"日成ビルド工業(株)","R5.1.20","R5.5.15","北陸銀行金沢中央支店","","394380","","O152601"
"指月建設(株)","R5.2.15","R5.5.15","山口銀行萩支店","","8900000","","BB47170"
"(株)岡藤組","R5.2.10","R5.5.20","山口銀行油谷支店","","677886","","BB53378"
"大西化成","R5.2.28","R5.5.20","熊本銀行田崎支店","","398343","","YK44105"
"ヤマネ鉄工建設(株)","R5.1.25","R5.5.25","山口銀行長門支店","","20000000","","AC63268"
"ヤマネ鉄工建設(株)","R5.1.25","R5.5.25","山口銀行長門支店","","2240000","","AC63269"
"協和建設工業(株)","R5.2.15","R5.5.25","山口銀行萩支店","","714439","","BC21553"
"トーフレオメガフレックス(株)","R5.1.15","R5.5.31","山口銀行萩支店","","576511","","BB36308"
"嶋村化成","R5.1.16","R5.5.31","萩山口信用金庫新川支店","","301949","","TT003508"
"(株)西日本設備サービス","R5.1.20","R5.5.31","山口銀行萩支店","","2161517","","BA98635"
"(株)筑波化成","R5.1.31","R5.5.31","三菱UFJ銀行本店","","178757","","UK91005"
"計","","","","","","",""
