"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"オタライト(株)","5.6.20","5.10.31","福岡銀行","本店営業部","421850","城南信用金庫蒲田",""
"〃","5.7.20","5.11.30","〃","〃","1265550","横浜銀行元町",""
"さがみブロンズ(株)","5.6.30","5.10.31","城南信用金庫","淵野辺","2000000","商工組合中央金庫川崎",""
"シバタ精機(株)","5.6.12","5.10.10","西日本シティ","杷木","3000000","〃",""
"〃","5.6.12","5.10.10","〃","〃","397744","城南信用金庫蒲田",""
"〃","5.7.10","5.11.10","〃","〃","4715420","商工組合中央金庫川崎",""
"ニッコウ工業(有)","5.4.30","5.10.5","川崎信用金庫","駒岡","2842063","〃",""
"永井鍛造(株)","5.5.25","5.9.30","三菱UFJ銀行","向島","5000000","横浜銀行元町",""
"〃","5.5.25","5.9.30","〃","〃","152384","城南信用金庫蒲田",""
"〃","5.6.26","5.10.31","〃","〃","3000000","横浜銀行元町",""
"〃","5.6.26","5.10.31","〃","〃","262823","城南信用金庫蒲田",""
"〃","5.7.25","5.11.30","〃","〃","5000000","横浜銀行元町",""
"〃","5.7.25","5.11.30","〃","〃","1452702","〃",""
"永和工業(株)","5.5.25","5.9.30","三井住友銀行","三田通","889700","城南信用金庫蒲田",""
"〃","5.6.26","5.10.31","〃","〃","560492","横浜銀行元町",""
"〃","5.7.25","5.11.30","〃","〃","835903","〃",""
"日本シャフト製造(株)","5.5.31","5.9.30","千葉銀行","柏","5000000","商工組合中央金庫川崎",""
"〃","5.6.30","5.10.31","〃","〃","2880360","〃",""
"その他18件","","","","","7630062","",""
"割引手形計","","","","","92757671","",""
"(株)オシキリ","5.8.15","5.12.15","三菱UFJ銀行","蒲田","738769","",""
"〃","5.9.15","6.1.15","〃","〃","353483","",""
"合計","","","","","","",""
