"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"株式会社スタイリングライフ","","令4.3.25","","","136789918","","電子記録債権"
"株式会社スタイリングライフ","","令4.4.25","","","124235615","","電子記録債権"
"株式会社スタイリングライフ","","令4.2.25","","","96371815","","電子記録債権"
"株式会社コーセー","","令4.2.28","","","43874960","","電子記録債権"
"株式会社コーセー","","令4.4.28","","","43045825","","電子記録債権"
"株式会社ディーエイチシー","","令4.3.31","","","28952801","","電子記録債権"
"株式会社ディーエイチシー","","令4.2.28","","","25587052","","電子記録債権"
"株式会社ホーマーイオン研究所","","令4.3.31","","","9852383","","電子記録債権"
"株式会社ホーマーイオン研究所","","令4.2.28","","","9821560","","電子記録債権"
"ピジョンマニュファクチャリング兵庫株式会社","","令4.4.8","","","9025060","","電子記録債権"
"森川産業株式会社","","令4.2.25","","","8809296","","電子記録債権"
"株式会社ナリス化粧品","","令4.4.11","","","8589240","","電子記録債権"
"株式会社ナリス化粧品","","令4.3.10","","","8355600","","電子記録債権"
"ピジョンマニュファクチャリング兵庫株式会社","","令4.2.10","","","8197834","","電子記録債権"
"株式会社ボナンザ","","令4.5.20","","","8108284","","電子記録債権"
"株式会社ボナンザ","","令4.2.18","","","7921051","","電子記録債権"
"株式会社篠原","","令4.3.20","","","7252432","","電子記録債権"
"森川産業株式会社","","令4.4.25","","","6913624","","電子記録債権"
"クラシエホームプロダクツ株式会社","","令4.3.31","","","6462427","","電子記録債権"
"ピジョンマニュファクチャリング兵庫株式会社","","令4.5.10","","","6409183","","電子記録債権"
"フィグラ株式会社","","令4.3.10","","","5118498","","電子記録債権"
"森川産業株式会社","","令4.3.25","","","4968517","","電子記録債権"
"ピジョンマニュファクチャリング兵庫株式会社","","令4.3.10","","","4664220","","電子記録債権"
"株式会社ボナンザ","","令4.3.18","","","4657400","","電子記録債権"
"株式会社篠原","","令4.2.20","","","4488880","","電子記録債権"
"クラシエホームプロダクツ株式会社","","令4.2.28","","","4205209","","電子記録債権"
"久光製薬株式会社","","令4.5.2","","","3761050","","電子記録債権"
"株式会社トキワ","","令4.5.15","","","3163783","","電子記録債権"
"クラシエホームプロダクツ株式会社","","令4.5.2","","","3025216","","電子記録債権"
"フィグラ株式会社","","令4.4.10","","","2289078","","電子記録債権"
"株式会社篠原","","令4.5.20","","","2223434","","電子記録債権"
"株式会社トキワ","","令4.3.15","","","2212540","","電子記録債権"
"フィグラ株式会社","","令4.2.10","","","2152656","","電子記録債権"
"株式会社大木","","令4.3.31","","","2006968","","電子記録債権"
"株式会社トキワ","","令4.2.15","","","1664273","","電子記録債権"
"株式会社篠原","","令4.4.20","","","1528560","","電子記録債権"
"株式会社大木","","令4.2.28","","","1518396","","電子記録債権"
"株式会社千趣会","","令4.3.22","","","1518000","","電子記録債権"
"株式会社千趣会","","令4.4.20","","","1518000","","電子記録債権"
"東色ピグメント株式会社","","令4.5.10","","","1176450","","電子記録債権"
"株式会社トキワ","","令4.4.15","","","1063480","","電子記録債権"
"その他5件","","","","","1921735","","電子記録債権"
"電子記録債権合計","","","","","665422303","",""
