"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"宇和島被服株式会社","5.5.29","5.8.31","伊予","宇和島","1371249","",""
"宇和島被服株式会社","5.6.27","5.9.30","伊予","宇和島","461417","",""
"宇和島被服株式会社","5.7.28","5.10.31","伊予","宇和島","139733","",""
"(有)カジュアルライフト","5.5.15","5.8.31","阿波","脇町","1367553","",""
"(有)カジュアルライフト","5.6.15","5.9.30","阿波","脇町","1090560","",""
"(有)カジュアルライフト","5.7.11","5.10.31","阿波","脇町","696111","",""
"(有)サイセイ","5.7.2","5.9.20","青森","平川","1341678","",""
"(有)サイセイ","5.5.30","5.8.20","青森","平川","59859","",""
"(株)ヒラコウ","5.4.10","5.8.10","三菱UFJ","星ヶ丘","1202723","",""
"株式会社カスカワスポーツ","5.6.25","5.8.31","山形","本店","1176314","山陰合同岡山",""
"株式会社カスカワスポーツ","5.7.25","5.9.30","山形","本店","796285","",""
"ハヤカワスポーツ株式会社","5.6.25","5.8.31","肥後","上通","1065607","",""
"ハヤカワスポーツ株式会社","5.7.25","5.9.30","肥後","上通","200826","",""
"(有)グリーンスポーツ","5.6.9","5.8.31","萩山口信金","御堀","1048080","",""
"(有)グリーンスポーツ","5.7.7","5.9.30","萩山口信金","御堀","282458","",""
"(有)豊島商店","5.5.22","5.8.5","伊予","今治","1000000","",""
"(有)豊島商店","5.5.22","5.8.10","伊予","今治","1000000","",""
"(有)豊島商店","5.6.20","5.8.10","伊予","今治","1000000","",""
"(有)豊島商店","5.7.20","5.10.10","伊予","今治","1000000","",""
"(有)豊島商店","5.6.20","5.8.25","伊予","今治","903133","",""
"(有)豊島商店","5.5.22","5.8.20","伊予","今治","700000","",""
"(有)豊島商店","5.7.20","5.10.25","伊予","今治","631168","",""
"(有)豊島商店","5.5.22","5.8.25","伊予","今治","547079","",""
"計","","","","","","",""
