"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"(株)山善","4.12.12","5.4.30","みずほ","大阪法人","4027870","",""
"(株)サトーラシ","4.12.19","5.4.21","","","1050000","",""
"(株)ウエノ","4.12.20","5.4.10","みずほ","稲荷町","9546350","",""
"サンコー商事(株)","4.12.26","5.4.5","","","1592250","",""
"NITTOKU(株)","4.12.27","5.4.28","","","6289800","",""
"(株)日立パワーソリューションズ","4.12.28","5.5.31","","","22888250","",""
"(株)山善","5.1.13","5.5.31","みずほ","大阪法人","43708588","",""
"(株)サトーラシ","5.1.19","5.5.22","","","1060000","",""
"植田酪農機工業(株)","5.1.20","5.5.19","阿波","江戸川","7601000","",""
"日本精工(株)","5.1.27","5.6.30","","","4810000","",""
"(株)椿本チェイン","5.1.31","5.5.31","三井住友","大阪中央","3825800","",""
"植田酪農機工業(株)","5.1.31","5.7.5","阿波","江戸川","36069000","",""
"(株)日本精機商会","5.1.31","5.5.31","","","4203430","",""
"(株)サトーラシ","5.2.17","5.6.21","","","1480000","",""
"(株)山善","5.3.10","5.7.31","みずほ","大阪法人","1369588","",""
"(株)サトーラシ","5.3.17","5.7.21","","","2980000","",""
"(株)ウエノ","5.3.20","5.7.10","みずほ","稲荷町","16435100","",""
"THK(株)","5.2.28","5.4.28","","","2079000","",""
"(株)日立パワーソリューションズ","5.3.31","5.8.31","","","1300200","",""
"(株)椿本チェイン","5.3.31","5.7.31","三井住友","大阪中央","1540000","",""
"THK(株)","5.3.31","5.5.31","","","2376000","",""
"電子債権その他","","","","","16291466","",""
"計","","","","","302506822","",""
