"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"山二環境機材(株)","5.7.31","5.10.2","秋田銀行","本店営業部","1628000","",""
"福山鍛鋼造機(株)","5.8.31","5.10.31","広島銀行","福山営業本部","143000","",""
"受取手形計","","","","","53615293","",""
"サノ・テクノ(協)","5.7.31","5.11.30","西日本シティ銀行","飯塚支店","342540","","電子記録債権"
"サノ・テクノ(株)","5.8.31","6.1.4","西日本シティ銀行","飯塚支店","170940","","電子記録債権"
"(株)シオツ","5.7.31","5.10.31","三井住友銀行","広島支店","114730","","電子記録債橋"
"(株)立花マテリアル","5.5.31","5.9.25","りそな銀行","豊中服部支店","7480238","","電子記録債権"
"(株)立花マテリアル","5.6.30","5.10.2","りそな銀行","豊中服部支店","6219730","","電子記録債権"
"(株)立花マテリアル","5.7.31","5.11.25","りそな銀行","豊中服部支店","4115078","","電子記録借権"
"(株)立花マテリアル","5.8.31","5.12.25","りそな銀行","豊中服部支店","4388845","","菴子記録債構"
"電子記録債権計","","","","","22832101","",""
"計","","","","","76447394","",""
