"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"東光印刷(株)","R05/04/20","R05/07/20","広島/広島西","","9584300","",""
"〃","R05/05/22","R05/08/21","〃/〃","","7676790","",""
"〃","R05/06/20","R05/09/20","〃/〃","","7803950","",""
"(株)美健ガイド社","R05/04/30","R05/08/15","三井住友/大阪西","","1997545","",""
"〃","R05/04/30","R05/08/31","〃/〃","","1997545","",""
"〃","R05/05/31","R05/09/15","〃/〃","","662310","",""
"〃","R05/05/31","R05/09/30","〃/〃","","662310","",""
"〃","R05/06/30","R05/10/15","〃/〃","","1916750","",""
"〃","R05/06/30","R05/10/31","〃/〃","","1916750","",""
"凸版印刷(株)","R05/03/31","R05/07/10","三菱UFJ/本店","","3250098","","電子記録債権"
"〃","R05/04/28","R05/08/10","〃/〃","","922248","","〃"
"〃","R05/05/31","R05/09/11","〃/〃","","1972465","","〃"
"〃","R05/06/30","R05/10/10","〃/〃","","1383209","","〃"
"シンコー印刷(株)","R05/04/25","R05/07/31","三井住友/岡山","","1677571","",""
"〃","R05/05/25","R05/08/31","〃/〃","","1054330","",""
"〃","R05/06/26","R05/09/30","〃/〃","","4686880","",""
"中国情報出版(株)","R05/03/31","R05/07/31","中国/福山南","","1049349","",""
"〃","R05/04/28","R05/08/31","〃/〃","","1049670","",""
"〃","R05/05/31","R05/09/30","〃/〃","","1049670","",""
"〃","R05/06/30","R05/10/31","〃/〃","","1059193","",""
"中国宣伝企画(株)","R05/03/31","R05/07/31","中国/福山南","","783230","",""
"〃","R05/04/28","R05/08/31","〃/〃","","783230","",""
"〃","R05/05/31","R05/09/30","〃/〃","","783230","",""
"〃","R05/06/30","R05/10/31","〃/〃","","715390","",""
"(株)ムレコミュニケーションズ","R05/03/31","R05/07/15","百十四/本店","","3792945","","電子記録債権"
"〃","R05/05/01","R05/08/15","〃/〃","","1120943","","〃"
"〃","R05/05/31","R05/09/15","〃/〃","","1932285","","〃"
"瞬報社オフリン印刷(株)","R05/04/15","R05/07/20","山口/小郡","","5026340","","電子記録債権"
"不二産業(株)","R05/03/15","R05/07/31","みずほ/福山","","1141580","",""
"〃","R05/04/17","R05/08/31","〃/〃","","483780","",""
"〃","R05/05/15","R05/09/30","〃/〃","","1303500","",""
"〃","R05/06/15","R05/10/31","〃/〃","","1691360","",""
"小計","","","","","72930746","",""
