"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"(株)オータ","令5.5.10","令5.9.10","みずほ銀行","調布仙川支店","1860000","大光銀行平和台支店",""
"(株)カネココーポレーション","令5.5.22","令5.9.30","群馬銀行","太田支店","1199481","〃",""
"〃","令5.6.20","令5.10.31","〃","〃","839481","〃",""
"(株)羽生田製作所","令5.5.10","令5.8.25","第四北越銀行","加茂支店","746581","〃",""
"ダイワ興産(株)","令5.7.10","令5.10.18","三条信用金庫","本成寺支店","694038","〃",""
"その他6件","","","","","2337377","〃",""
"(小計(割引手形))","","","","","7676958","",""
"(株)志賀組","令5.5.25","令5.9.26","第四北越銀行","大野支店","245000","","エービーエス新潟(株)"
"(株)Eーシステム","令5.5.22","令5.9.15","〃","三条中央支店","154000","","エービーエス新潟(株)"
"(小計(裏書手形))","","","","","399000","",""
"(株)カネココーポレーション","令5.7.20","令5.11.30","群馬銀行","太田支店","1119481","",""
"中越運送(株)","令5.7.20","令5.10.20","第四北越銀行","新潟東大通支店","624291","",""
"(株)志賀組","令5.7.25","令5.11.28","〃","大野支店","270000","",""
"(株)Eーシステム","令5.7.18","令5.11.15","〃","三条中央支店","136400","",""
"青木産業(株)","令5.7.20","令5.10.20","〃","松浜支店","132000","",""
"(小計(手持手形))","","","","","2282172","",""
"(株)大谷工業","令5.5.20","令5.9.20","三井住友銀行","本店営業部","1252549","第四北越銀行大野支店","(有)正起亜鉛巧業"
"(株)レンタルのニッケン","令5.7.20","令5.11.20","三菱UFJ銀行","本店","692450","〃",""
"中越通運(株)","令6.6.20","令5.10.20","第四北越銀行","新潟東大通支店","595000","〃",""
"〃","令5.5.22","令5.9.20","〃","〃","585000","〃",""
"計","","","","","","",""
