"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"(株)イトー","令和5.6.30","令和5.10.31","","","1274108","",""
"三共理化学(株)","令和5.6.26","令和5.10.31","","","1408066","",""
"(株)オサダコーポレーション","令和5.6.30","令和5.10.31","","","1705660","",""
"(株)ワコム製作所","令和5.6.30","令和5.10.5","","","2234210","",""
"(株)大興商会","令和5.6.13","令和5.10.10","","","1054152","",""
"ジャブロ工業(株)","令和5.6.20","令和5.10.20","","","1400000","",""
"(株)ミドリオートレザー","令和5.6.30","令和5.11.30","","","1595000","",""
"イビデン(株)","令和5.6.20","令和5.10.20","","","1564530","",""
"(株)オグマ照会","令和5.6.26","令和5.10.31","","","9003060","",""
"その他","","","","","24830288","",""
"イビデン(株)","令和5.4.20","令和5.8.20","","","2971320","みずほ/川口","5/10電債"
"(株)イトー","令和5.4.30","令和5.8.31","","","2578939","みずほ/川口","5/10電債"
"(株)オサダコーポレーション","令和5.4.6","令和5.7.31","","","2122560","埼玉りそな/鳩ヶ谷","4/6電債"
"(株)オサダコーポレーション","令和5.4.30","令和5.8.31","","","1569810","埼玉りそな/鳩ヶ谷","5/9電債"
"ジャブロ工業(株)","令和5.4.20","令和5.8.20","","","1200000","埼玉りそな/鳩ヶ谷","6/7電債"
"ジャブロ工業(株)","令和5.5.20","令和5.9.20","","","2500000","埼玉りそな/鳩ヶ谷","6/7電債"
"(株)三協商事","令和5.6.2","令和5.7.20","","","1732500","みずほ/川口","6/7電債"
"その他","","","","","6991728","",""
"(株)三協商事","令和5.5.24","令和5.9.30","","","1095600","","6/ 5裏書(有)扇ゴム工業へ"
"旭ゴム(株)","令和5.5.31","令和5.10.10","","","616000","","6/5裏書グンゼ(株)へ"
"(株)DNPエンジニアリング","令和5.5.26","令和5.9.25","","","544500","","6/5裏書グンゼ(株)へ"
"(株)ファイコーポレーション","令和5.5.9","令和5.9.10","","","300850","","6/ 5裏書(有)遠藤ゴムSSへ"
"カンセンエキスパンダー工業(株)","令和5.5.22","令和5.9.20","","","291500","","6/ 5裏書(有)サナエ技研へ"
"計","","","","","","",""
