"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"(株)ホウキン","令5.3.10","令5.7.10","豊川信用金庫","豊橋支店","1684370","3/20豊商",""
"(株)ホウキン","令5.3.10","令5.7.10","豊川信用金庫","豊橋支店","20000000","3/20豊商",""
"中部ステンレス(株)","令5.3.10","令5.7.5","岡崎信用金庫","熱田支店","4778120","3/20豊商",""
"(株)小河商店","令5.3.10","令5.7.10","三菱UFJ銀行","上前津支店","10000000","3/20豊商",""
"(株)小河商店","令5.3.10","令5.7.10","三菱UFJ銀行","上前津支店","4873077","3/20豊商",""
"クリーンメタル(株)","令5.2.28","令5.6.30","群馬銀行","境支店","733142","5/22豊商",""
"クリーンメタル(株)","令5.2.25","令5.7.8","千葉銀行","馬橋支店","180670","5/22阪和工材",""
"日鈑商事(株)","令5.3.10","令5.6.30","十六銀行","小田井支店","527670","5/22秀和通商",""
"日鈑商事(株)","令5.3.20","令5.7.31","岡崎信用金庫","中川支店","1573002","6/20豊商",""
"(株)神明工業","令5.2.28","令5.6.30","十六銀行","碧南支店","285300","5/22豊商",""
"(株)神明工業","令5.3.20","令5.7.28","三井住友銀行","平野支店","1811268","6/20豊商",""
"光上金属(株)","令5.2.28","令5.6.30","瀬戸信用金庫","東郷支店","1009351","5/22豊商",""
"光上金属(株)","令5.2.25","令5.6.30","愛知銀行","蟹江支店","811384","5/22豊商",""
"光上金属(株)","令5.3.20","令5.7.25","名古屋銀行","覚王山支店","744706","5/22阪和工材",""
"(株)ダイキスチール","令5.2.20","令5.6.30","十六銀行","柳ケ瀬支店","260000","5/22豊商",""
"(株)ダイキスチール","令5.3.6","令5.7.5","十六銀行","岐南支店","1569902","6/20豊商",""
"(株)ダイキスチール","令5.2.28","令5.7.10","岐阜信用金庫","切通支店","2841924","6/20豊商",""
"(有)メイセイ","令5.2.20","令5.6.25","北陸銀行","金山支店","2186800","5/22豊商",""
"(有)メイセイ","令5.2.20","令5.6.26","名古屋銀行","小田井支店","400000","5/22豊商",""
"(有)メイセイ","令5.2.27","令5.6.27","三菱UFJ銀行","名古屋中央支店","701128","5/22豊商",""
"(有)メイセイ","令5.2.27","令5.6.27","百五銀行","白子支店","2693000","5/22豊商",""
"(有)メイセイ","令5.2.28","令5.6.30","名古屋銀行","甚目寺支店","742150","5/22豊商",""
"(有)メイセイ","令5.3.6","令5.7.5","名古屋銀行","枇杷島通支店","2000000","5/22阪和工材",""
"計","","","","","","",""
