"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"由良産商(株)","5.3.10","5.6.30","オリックス(株)","","139772","",""
"トーブツテクノ(株)","5.3.20","5.7.20","三井住友銀","船場支店","623898","",""
"ケイ・マック(株)","5.3.20","5.7.20","三菱東京UFJ銀行","梅田中央支店","163908","",""
"ケイ・マック(株)京都","5.3.20","5.3.20","りそな決済サービス(株)","","376829","",""
"イワタボルト(株)","5.3.20","5.3.20","みずほ電子債権記録(株)","","1491991","",""
"協立軽金属(株)","5.3.27","5.7.20","三井住友銀行","十三支店","208660","",""
"ケイ・マック(株)北海道","5.3.27","5.7.20","三菱東京UFJ銀行","梅田中央支店","1476726","",""
"エトー(株)","5.3.27","5.7.25","三菱東京UFJ銀行","","7515660","",""
"若井ホールディングス(株)","5.3.31","5.8.20","三菱UFJ銀行","今里支店","5955125","",""
"(株)マルエム","5.3.31","5.7.31","商工組合中央金庫","船場支店","856875","",""
"ケーエム精工(株)","5.3.31","5.7.31","三井住友銀行","小阪支店","630359","",""
"(株)オオヤマ","5.3.31","5.7.31","りそな銀行","布施口支店","2831567","",""
"(株)大里","5.3.31","5.6.30","三菱UFJ銀行","神田駅前支店","131472","",""
"(株)ヤハタ","5.3.31","5.7.31","同上","","2092927","",""
"三協(株)","5.3.31","5.7.31","みずほ電子債権記録(株)","","2173939","",""
"藤倉商事(株)","5.3.31","5.7.31","オリックス(株)","","983194","",""
"電子記録債権計","","","","","73571764","",""
"(株)関西パーツ","4.12.1","5.4.1","群馬銀行","小山支店","615230","商工組合中央金庫静岡支店","規格工業(株)"
"若井ホールディングス(株)","4.12.5","5.4.20","三菱UFJ銀行","今里支店","5000000","静岡銀行興津支店",""
"同上","4.12.5","5.4.20","同上","同上","2780613","同上",""
"(株)ユニタス","4.12.20","5.4.30","商工組合中央金庫","上野支店","931810","商工組合中央金庫静岡支店",""
"(株)東京鋲兼","4.12.21","5.4.20","三菱UFJ銀行","本所中央支店","8757967","清水銀行興津支店",""
"合計","","","","","","",""
