"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"芦沢商事(株)","5.6.20","5.9.30","商工中金","本店(営)","127470","",""
"ジャパン建材(株)","5.6.20","5.9.30","みずほ銀行","小舟町","2330020","",""
"(株)椎橋商店","5.6.30","5.9.30","三菱UFJ銀行","学芸大学駅前","1424308","",""
"","5.7.31","5.10.31","","","1962620","",""
"","5.8.31","5.11.30","","","1566180","",""
"植田商事(株)","5.5.25","5.9.10","三井住友銀行","神戸(営)","132770","",""
"(株)三好商会","5.7.31","5.9.30","みずほ銀行","横浜","333355","",""
"","5.8.31","5.10.31","","","167943","",""
"(株)JーcraneIead","5.7.20","5.9.30","武蔵野銀行","久喜","5000000","","裏書手形"
"","5.7.20","5.9.30","","","2477470","","裏書手形"
"","5.8.20","5.10.31","","","5000000","","裏書手形"
"(有)エムケイロジテム","5.7.25","5.10.25","東京シティ信金","豪徳寺","500000","",""
"小崎工業(株)","5.7.31","5.10.31","武蔵野銀行","飯能","560000","",""
"","5.8.25","5.11.30","","","1660000","",""
"(株)吉田東光","5.7.31","5.10.31","三菱UFJ銀行","大伝馬町","212630","",""
"","5.7.31","5.9.30","","","2000000","","裏書手形"
"吉田建材(株)","5.7.31","5.9.30","商工中金","深川","42690","",""
"","5.7.31","5.9.30","","","1000000","",""
"","5.8.31","5.10.31","","","512160","",""
"(株)オダ","5.7.31","5.9.30","三菱UFJ銀行","日暮里","1000000","",""
"","5.8.31","5.10.31","","","2364863","",""
"","5.7.31","5.9.30","","","14998","",""
"三矢建材(株)","5.8.7","5.9.30","川崎信金","駒岡","418000","",""
"合計","","","","","","",""
