"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"(株)ニシベ計器製造所","令5.3.17","令5.7.15","みずほ","大森","3630000","",""
"(株)ミカミ","令5.3.20","令5.7.6","みずほ","あざみ野","808280","",""
"(株)アサヒ","令5.3.27","令5.7.6","三菱UFJ","亀戸","722986","",""
"協和サンエンジニアリング","令5.4.10","令5.8.10","静岡","清水","1121744","",""
"大慶電機(株)","令5.5.31","令5.9.10","みずほ","川崎","3169100","",""
"(株)S.I.A","令5.3.31","令5.9.25","群馬","桐生","335630","",""
"(株)S.I.A","令5.6.30","令5.10.25","群馬","桐生","123373","",""
"3月その他5件","","","","","1694315","",""
"4月その他3件","","","","","605425","",""
"合計","","","","","12210853","",""
