"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"(株)足立ライト工業所","5.2.28","5.6.30","瀬戸信金","大曽根支店","8000000","",""
"同上","5.3.31","5.7.31","同上","同上","10100000","",""
"同上","5.4.28","5.8.31","同上","同上","6600000","",""
"足立ライト(株)","5.2.28","5.6.30","同上","同上","7700000","",""
"同上","5.3.31","5.7.31","同上","同上","2600000","",""
"同上","5.4.28","5.8.31","同上","同上","2600000","",""
"同上","5.5.31","5.9.30","同上","同上","4700000","",""
"サンワテクノス(株)","5.4.28","5.8.31","りそな銀行","東京中央支店","8393000","",""
"名古屋理研電具(株)","5.3.31","5.7.31","三菱UFJ銀行","上前津支店","210177","",""
"同上","5.4.28","5.8.31","同上","同上","416108","",""
"(株)大日光・エンジニアリング","5.2.28","5.6.30","商工中金","宇都宮支店","1349700","",""
"同上","5.3.31","5.7.31","同上","同上","2402400","",""
"(株)タイセイ","5.4.2","5.8.31","三菱UFJ銀行","東支店","237600","",""
"合計","","","","","55308985","",""
