"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"磯貝鋲螺工業(株)","5.1.31","5.5.31","みずほ銀行","亀有支店","499242","木田精工(株)",""
"若井ホールディングス(株)","5.2.2","5.6.20","三菱UFJ銀行","今里支店","841640","(有)萬善鍍金",""
"藤田螺子工業(株)","5.2.9","5.6.10","同上","柳橋支店","1294011","サカモト工業(株)",""
"ファスナー工業","5.2.24","5.6.30","城南信用金庫","入新井支店","459749","(株)中村機工",""
"シンコーエステッ7(株)","5.2.27","5.6.30","大阪信用金庫","加美支店","1234777","(株)十字屋紙器",""
"(株)ノダ","5.2.27","5.6.30","静岡銀行","東京営業部","996109","(株)小林ワッシヤー",""
"(株)鋲定本店","5.2.27","5.6.30","富山第一銀行","東京支店","232177","(株)キョークロ",""
"磯貝鋲螺工業(株)","5.2.28","5.6.30","みずほ銀行","亀有支店","571156","サカモト工業(株)",""
"裏書手形計","","","","","14978777","",""
"(株)ジューキ","4.12.5","5.4.20","埼玉りそな銀行","北本支店","20000000","大同興業(株)",""
"同上","5.1.5","5.5.20","同上","同上","20000000","同上",""
"同上","5.2.6","5.6.20","同上","同上","20000000","同上",""
"同上","5.3.6","5.7.20","同上","同上","20000000","同上",""
"電子記録債権譲渡計","","","","","80000000","",""
"合計","","","","","336624552","",""
