"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"野々川物産株式会社","令3.11.22","令4.2.20","三菱UFJ","大津町","2363376","","TZ79753"
"野々川物産株式会社","令3.12.20","令4.3.20","三菱UFJ","大津町","2944480","","UB43303"
"野々川物産株式会社","令4.1.20","令4.4.20","三菱UFJ","大津町","748000","","UC96087"
"日本メナード化粧品株式会社","令3.12.20","令4.3.20","三菱UFJ","大津町","5000000","","TP83840"
"日本メナード化粧品株式会社","令3.12.20","令4.3.20","三菱UFJ","大津町","1629964","","TP83841"
"日本メナード化粧品株式会社","令4.1.20","令4.4.20","三菱UFJ","大津町","5000000","","TP83882"
"日本メナード化粧品株式会社","令4.1.20","令4.4.20","三菱UFJ","大津町","1748952","","TP83883"
"日曹商事株式会社","令3.12.20","令4.2.28","三菱UFJ","日本橋中央","308458","","ZB69056"
"日曹商事株式会社","令4.1.31","令4.3.31","三菱UFJ","日本橋中央","2009515","","ZB69134"
"田中電具株式会社","令3.9.30","令4.2.15","りそな","阿部野橋","379500","","QD61067"
"田中電具株式会社","令3.10.29","令4.3.15","りそな","阿部野橋","189750","","QD61070"
"田中電具株式会社","令3.12.28","令4.5.15","りそな","阿部野橋","189750","","QD61076"
"倉敷繊維加工株式会社","令3.10.25","令4.2.24","みずほ","大阪法人","660000","","AYN071897"
"倉敷繊維加工株式会社","令3.11.25","令4.3.24","みずほ","大阪法人","440000","","BA038786"
"倉敷繊維加工株式会社","令3.12.24","令4.4.25","みずほ","大阪法人","440000","","BA046978"
"倉敷繊維加工株式会社","令4.1.25","令4.5.24","みずほ","大阪法人","1100000","","BA047154"
"西川レベックス株式会社","令3.10.25","令4.2.28","みずほ","日本橋","330000","","BI065167"
"西川レベックス株式会社","令3.11.25","令4.3.31","みずほ","日本橋","165000","","BI065199"
"西川レベックス株式会社","令3.12.27","令4.4.30","みずほ","日本橋","165000","","BI065223"
"西川レベックス株式会社","令4.1.25","令4.5.31","みずほ","日本橋","495000","","BI065249"
"三和商工株式会社","令3.10.26","令4.2.28","名古屋","名古屋駅前","5000000","","BA03501"
"三和商工株式会社","令3.10.26","令4.2.28","名古屋","名古屋駅前","2635540","","BA03502"
"三和商工株式会社","令3.11.25","令4.3.31","名古屋","名古屋駅前","5000000","","BA03628"
"三和商工株式会社","令3.11.25","令4.3.31","名古屋","名古屋駅前","618800","","BA03629"
"三和商工株式会社","令3.12.24","令4.3.30","名古屋","名古屋駅前","9043210","","BA03763"
"三和商工株式会社","令4.1.26","令4.5.31","名古屋","名古屋駅前","2961860","","BA03893"
"株式会社竹宝堂","令3.11.1","令4.2.20","広島","熊野","1203200","","R37470"
"株式会社竹宝堂","令3.12.27","令4.4.20","広島","熊野","1680340","","R37471"
"株式会社竹宝堂","令4.1.24","令4.5.20","広島","熊野","2252800","","R37472"
"株式会社あらた","令3.11.10","令4.2.10","みずほ","東京営業","940335","","AE82336"
"株式会社あらた","令3.12.10","令4.3.10","みずほ","東京営業","698083","","AE82340"
"株式会社あらた","令4.1.11","令4.4.10","みずほ","東京営業","777572","","AE82345"
"受取手形合計","","","","","59118485","",""
