"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"大喜産業(株)","5.12.27","6.4.30","三菱UFJ銀行","大阪西支店","17498591","おかやま信用金庫西大寺支店",""
"(株)明治機械製作所","5.9.20","6.1.20","三井住友銀行","十三支店","6362469","おかやま信用金庫西大寺支店",""
"(株)明治機械製作所","5.10.20","6.2.20","三井住友銀行","十三支店","4843519","おかやま信用金庫西大寺支店",""
"(株)明治機械製作所","5.11.20","6.3.20","三井住友銀行","十三支店","7484102","おかやま信用金庫西大寺支店",""
"(株)明治機械製作所","5.12.20","6.4.20","三井住友銀行","十三支店","8315036","おかやま信用金庫西大寺支店",""
"前田伝導機(株)","5.9.25","6.1.4","三井住友銀行","天満橋支店","2044365","おかやま信用金庫西大寺支店",""
"前田伝導機(株)","5.10.25","6.1.31","三井住友銀行","天満橋支店","2361612","おかやま信用金庫西大寺支店",""
"前田伝導機(株)","5.11.27","6.2.29","三井住友銀行","天満橋支店","3676132","おかやま信用金庫西大寺支店",""
"前田伝導機(株)","5.12.25","6.4.1","三井住友銀行","天満橋支店","2364718","おかやま信用金庫西大寺支店",""
"(株)富士コンプレッサー製作所","5.8.21","6.1.20","三菱UFJ銀行","上本町支店","4040709","おかやま信用金庫西大寺支店",""
"(株)富士コンプレッサー製作所","5.9.20","6.2.20","三菱UFJ銀行","上本町支店","2368505","おかやま信用金庫西大寺支店",""
"(株)富士コンプレッサー製作所","5.10.20","6.3.20","三菱UFJ銀行","上本町支店","5579085","おかやま信用金庫西大寺支店",""
"(株)富士コンプレッサー製作所","5.11.20","6.4.20","三菱UFJ銀行","上本町支店","2980754","おかやま信用金庫西大寺支店",""
"(株)富士コンプレッサー製作所","5.12.20","6.5.20","三菱UFJ銀行","上本町支店","2369308","おかやま信用金庫西大寺支店",""
"(株)加地テック","5.9.26","6.1.25","三井住友銀行","堺支店","4837420","おかやま信用金庫西大寺支店",""
"(株)加地テック","5.10.26","6.2.22","三井住友銀行","堺支店","2887247","おかやま信用金庫西大寺支店",""
"(株)加地テック","5.11.27","6.3.25","三井住友銀行","堺支店","3467699","おかやま信用金庫西大寺支店",""
"(株)加地テック","5.12.26","6.4.25","三井住友銀行","堺支店","1478037","おかやま信用金庫西大寺支店",""
"ニューデルダ工業(株)","5.9.10","6.1.11","静岡銀行","三島支店","2387499","おかやま信用金庫西大寺支店",""
"ニューデルタ工業(株)","5.10.10","6.2.11","静岡銀行","三島支店","3468923","おかやま信用金庫西大寺支店",""
"ニューデルタ工業(株)","5.11.10","6.3.11","静岡銀行","三島支店","1290579","おかやま信用金庫西大寺支店",""
"ニューデルタ工業(株)","5.12.10","6.4.11","静岡銀行","三島支店","4819432","おかやま信用金庫西大寺支店",""
"(株)タクミナ","5.9.20","6.1.20","三井住友銀行","御堂筋支店","2677081","おかやま信用金庫西大寺支店",""
"合計","","","","","","",""
