"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"黒田電気株式会社","","","","","52586099","","3枚"
"フジクラ電装株式会社","","","","","31937728","","7枚"
"三協株式会社","","","","","23685361","","4枚"
"日本電産コパル電子株式会社","","","","","10422521","","2枚"
"ニデックコンポーネンツ株式会社","","","","","9741431","","2枚"
"ユー・エム・シー・エレクトロニクス株式会社","","","","","7472081","","3枚"
"小倉クラッチ株式会社","","","","","5928195","","4枚"
"ビヨンズ株式会社","","","","","4416638","","4枚"
"大蔵工業株式会社","","","","","2300000","","2枚"
"京浜発條株式会社","","","","","1497097","","2枚"
"フジコン株式会社","","","","","1372800","","2枚"
"チューナー株式会社","","","","","924613","","4枚"
"株式会社オーイズミ","","","","","613723","","1枚"
"有限会社ビナテック","","","","","382446","","2枚"
"リネックス株式会社","","","","","303600","","1枚"
"ニデックアドバンスモーター株式会","","","","","299668","","1枚"
"石原金属化学工業株式会社","","","","","113157","","1枚"
"合計","","","","","153997158","",""
