"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"(株)帝国機械製作所","4.7.15","4.12.5","三菱UFJ銀行","歌島橋","459074","城南信用金庫蒲田",""
"〃","4.9.15","5.2.5","〃","〃","580602","〃",""
"(株)パパス","4.6.5","4.10.5","きらぼし銀行","九品仏","447084","三井住友銀行横浜中央",""
"〃","4.7.5","4.11.5","〃","〃","570900","商工組合中央金庫川崎",""
"(株)ホリキリ","","4.11.30","","","4367059","三井住友銀行横浜中央","電子記録債権"
"(株)三井E&Sマシナリー","4.9.22","5.1.5","三井住友銀行","本店営業","1100000","横浜銀行元町",""
"(株)ミヤギ","4.7.20","4.11.20","横浜銀行","二宮","5000000","城南信用金庫蒲田",""
"〃","4.7.20","4.11.20","〃","〃","1710143","横浜銀行元町",""
"〃","4.8.20","4.12.20","〃","〃","5000000","〃",""
"〃","4.8.20","4.12.20","〃","〃","269530","城南信用金庫蒲田",""
"〃","4.9.20","5.1.20","〃","〃","4595116","横浜銀行元町",""
"(株)森井製作所","4.7.10","4.11.10","三菱UFJ銀行","蒲田","691000","商工組合中央金庫川崎",""
"〃","4.9.10","5.1.10","〃","〃","1021000","城南信用金庫蒲田",""
"(株)山川機械製作所","4.5.25","4.10.5","横浜銀行","平塚","4009940","〃",""
"〃","4.8.25","5.1.5","〃","〃","152460","横浜銀行元町",""
"(株)東京洗染機械製作所","4.6.20","4.10.20","みずほ銀行","渋谷中央","627352","三井住友銀行横浜中央",""
"〃","4.7.20","4.11.20","〃","〃","307989","城南信用金庫蒲田",""
"〃","4.8.20","4.12.20","〃","〃","633061","〃",""
"〃","4.9.20","5.1.20","〃","〃","595430","〃",""
"川上ハガネ(株)","4.6.30","4.10.31","りそな銀行","西神戸","2076090","商工組合中央金庫川崎",""
"〃","4.7.29","4.11.30","〃","〃","138755","〃",""
"シバタ精機(株)","4.6.10","4.10.10","西日本シティ銀行","杷木","8810714","横浜銀行元町",""
"〃","4.8.10","4.12.10","〃","〃","169605","商工組合中央金庫川崎",""
"合計","","","","","","",""
