"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"若井ホールディングス(株)","5.1.5","5.5.20","三菱UFJ銀行","今里支店","5000000","静岡銀行興津支店",""
"同上","5.1.5","5.5.20","同上","同上","3000000","同上",""
"同上","5.1.5","5.5.20","同上","同上","494673","同上",""
"(株)関西パーツ","5.1.5","5.4.30","群馬銀行","小山支店","1173451","商工組合中央金庫静岡支店","規格工業(株)"
"安達鋼業(株)","5.1.10","5.4.5","シティバンク、エヌ・","東京支店","5000000","同上","(株)ダイフレックス"
"藤田螺子工業(株)","5.1.10","5.5.10","三菱UFJ銀行","柳橋支店","1783230","漬水銀行興津支店",""
"オリップ(株)","5.1.20","5.5.20","同上","心斎橋支店","1368101","同上",""
"(株)東京鋲兼","5.1.23","5.5.20","同上","本所中央支店","7157168","同上",""
"(株)ノダ","5.1.30","5.5.31","静岡銀行","東京営業部","1073270","静岡銀行興津支店",""
"若井ホールディングス(株)","5.2.2","5.6.20","三菱UFJ銀行","今里支店","3000000","同上",""
"(株)関西パーツ","5.2.2","5.4.30","池田泉州銀行","藤井寺支店","4518516","商工組合中央金庫静岡支店","(株)アキタ"
"同上","5.2.2","5.5.5","三十三銀行","赤目支店","735608","同上","(有)ヨシダケミカル"
"同上","5.2.2","5.5.31","群馬銀行","小山支店","1064844","同上","規格工業(株)"
"(株)ユニタス","5.2.20","5.6.30","商工組合中央金庫","上野支店","1094720","同上",""
"(株)ハイオス","5.2.20","5.5.15","三菱UFJ銀行","本所中央支店","186813","漬水銀行興津支店","(株)ジーシー昭和薬品"
"同上","5.2.20","5.5.20","同上","同上","1806269","同上","(株)東京鋲兼"
"オリップ(株)","5.2.20","5.6.20","同上","心斎橋支店","1089251","同上",""
"(株)東京鋲兼","5.2.21","5.6.20","同上","本所中央支店","4517950","同上",""
"(株)ニシムラ","5.2.24","5.4.30","静岡銀行","東京営業部","1000000","静岡銀行興津支店","(株)ノダ"
"アドン(株)","5.2.27","5.5.31","同上","清水支店","606851","同上",""
"(株)ノダ","5.2.27","5.5.31","同上","東京営業部","480433","同上",""
"(株)ライテック","5.2.27","5.4.5","橦浜信用金庫","さがみ野支店","259296","商工組合中央金庫静岡支店","東北サッシ工業(株)"
"同上","5.2.27","5.4.7","千葉銀行","旭支店","100540","同上","特殊技研金属(株)"
"合計","","","","","","",""
