"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"(株)タケマエ","4.7.5","4.11.5","山形銀行","米沢西","1697526","野村鋼機(株)",""
"〃","4.9.5","5.1.5","〃","〃","2380354","〃",""
"(株)帝国機械製作所","4.6.15","4.11.5","三菱UFJ銀行","歌島橋","629855","大同DMソリューション",""
"〃","4.8.15","5.1.5","〃","〃","927212","大和特殊鋼(株)",""
"(株)ミヤギ","4.6.20","4.10.20","横浜銀行","二宮","4143156","野村鋼機(株)",""
"(株)森井製作所","4.6.10","4.10.10","三菱UFJ銀行","蒲田","691000","大同DMソリューション",""
"〃","4.8.10","4.12.10","〃","〃","1153000","〃",""
"シバタ精機(株)","4.7.11","4.11.10","西日本シティ銀行","杷木","4965010","大和特殊鋼(株)",""
"〃","4.8.10","4.12.10","〃","〃","3000000","〃",""
"長尾工業(株)","4.6.30","4.10.31","さわやか信用金庫","碑文谷","483120","大同DMソリューション",""
"〃","4.7.31","4.11.30","〃","〃","717200","野村鋼機(株)",""
"〃","4.8.31","4.12.31","〃","〃","350240","大同DMソリューション",""
"ニッコウ工業(有)","4.4.30","4.10.5","川崎信用金庫","駒岡","601841","ノボル鋼鉄(株)",""
"〃","4.5.31","4.11.5","〃","〃","814574","〃",""
"〃","4.6.30","4.12.5","〃","〃","1276145","〃",""
"〃","4.7.29","5.1.5","〃","〃","1763934","〃",""
"〃","4.8.31","5.2.5","〃","〃","1517804","〃",""
"日本シャフト製造(株)","4.6.30","4.10.31","千葉銀行","柏","5000000","野村鋼機(株)",""
"〃","4.6.30","4.10.31","〃","〃","322497","大同DMソリューション",""
"〃","4.8.31","4.12.31","〃","〃","4127196","野村鋼機(株)",""
"その他24件","","","","","8085875","",""
"裏書手形計","","","","","56807880","",""
"合計","","","","","304226487","",""
