"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"株式会社吉田鉄工営業部","5.6.10","5.9.29","東京ベイ信用金庫","船堀支店","4500000","",""
"関西水栓株式会社","5.6.12","5.10.5","中国銀行","高松南支店","409160","",""
"株式会社チヨダ","5.6.20","5.10.20","八十二銀行","大宮支店","849259","",""
"富士シリシア化学株式会杜","5.6.20","5.9.30","三菱UFJ銀行","勝川支店","183062","",""
"株式会社丸阪","5.6.30","5.11.10","みずほ銀行","阿倍野橋支店","324478","",""
"東海交通機械株式会社","5.6.30","5.10.27","三菱UFJ銀行","名古屋営業部","3000000","",""
"東海交通機械株式会社","5.6.30","5.10.27","三菱UFJ銀行","名古屋営業部","620000","",""
"冨美通信興行株式会社","5.6.30","5.10.31","三菱UFJ銀行","八重洲通支店","599450","",""
"栗本商事株式会社","5.6.30","5.10.31","りそな銀行","大阪営業部","541948","",""
"小計","","","","","33665021","",""
"冨士機材株式会社","5.2.20","5.7.1","三菱UFJ銀行","新富町支店","5084195","","電子記録債権"
"渡辺パイプ株式会社","5.2.27","5.7.1","三井住友銀行","東京中央支店","4024160","","電子記録債権"
"株式会社フソウ","5.1.31","5.7.5","百十四銀行","本店営業部","1452050","","電子記録債権"
"北光金属工業株式会社","5.2.27","5.7.10","秋田銀行","土崎支店","1357400","","電子記録債権"
"株式会社ワイエス管材","5.3.15","5.7.15","脊森銀行","本店営業部","171894","","電子記録債権"
"株式会社ハズ","5.3.20","5.7.17","十六銀行","碧南支店","5371136","","電子記録債権"
"太三機工株式会社","5.3.20","5.7.20","りそな銀行","東京中央支店","1232545","","電子記録債権"
"大成機工インターナショナル","5.3.20","5.7.20","三菱UFJ銀行","梅田中央支店","55692595","","電子記録償権"
"大成機工株式会社","5.3.20","5.7.20","三菱UFJ銀行","梅田中央支店","192038","","電子記録債権"
"川崎重工業株式会社","5.5.23","5.7.20","みずほ銀行","内幸町営業部","704828","","電子記録債権"
"株式会社トシマ","5.3.10","5.7.25","三菱UFJ銀行","駒込支店","2032109","","電子記録債権"
"ヤマトガワ株式会社","5.3.20","5.7.31","三井住友銀行","難波支店","3420338","","電子記録債権"
"株式会社島津ジーエルシー","5.3.31","5.7.31","三菱UFJ銀行","神保町支店","147620","","電子記録債権"
"計","","","","","","",""
