"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"(株)オシキリ","5.6.15","5.10.15","三菱UFJ銀行","蒲田","506405","城南信用金庫蒲田",""
"〃","5.7.18","5.11.15","〃","〃","608155","〃",""
"(株)ミヤギ","5.6.20","5.10.20","さがみ信用金庫","二宮","5000000","横浜銀行元町",""
"〃","5.6.20","5.10.20","〃","〃","282738","〃",""
"〃","5.7.20","5.11.20","〃","〃","5000000","城南信用金庫蒲田",""
"〃","5.7.20","5.11.20","〃","〃","829981","〃",""
"(株)メイホー","5.5.31","5.9.30","","","1127939","三井住友銀行横浜中央","電子記録債権"
"(株)金山精機製作所","5.5.31","5.9.30","りそな銀行","京都","4597439","商工組合中央金庫川崎",""
"(株)三共静岡製作所","5.6.26","5.10.25","みずほ銀行","尾久","2000000","城南信用金庫蒲田",""
"〃","5.7.25","5.11.25","〃","〃","2166767","〃",""
"(株)三鷹精工","5.5.31","5.10.5","多摩信用金庫","昭島","1447204","商工組合中央金庫川崎",""
"(株)山川機械製作所","5.5.25","5.10.5","","","7372926","横浜銀行元町","電子記録債権"
"(株)帝国機械製作所","5.5.15","5.10.5","三菱UFJ銀行","歌島橋","987194","〃",""
"〃","5.6.15","5.11.5","〃","〃","644249","城南信用金庫蒲田",""
"〃","5.7.18","5.12.5","〃","〃","539989","横浜銀行元町",""
"(株)東京洗染機械製作所","5.6.20","5.10.20","みずほ銀行","渋谷中央","1556456","〃",""
"〃","5.7.20","5.11.20","〃","〃","639573","城南信用金庫蒲田",""
"(株)浪速ポンプ製作所","5.5.15","5.10.5","","","1227798","三井住友銀行横浜中央","電子記録債権"
"〃","5.6.12","5.11.5","","","1157409","〃","〃"
"(有)頼鉄工所","5.5.25","5.9.30","中国銀行","東岡山","1589874","城南信用金庫蒲田",""
"〃","5.6.26","5.10.31","〃","〃","2218876","〃",""
"〃","5.7.25","5.11.30","〃","〃","3105946","横浜銀行元町",""
"オタライト(株)","5.5.20","5.9.30","福岡銀行","本店営業部","843700","〃",""
"合計","","","","","","",""
