"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"(株)ニッショーパルブ","令5.1.25","令5.6.12","東邦銀行","北福島支店","219274","",""
"〃","令5.3.24","令5.8.10","〃","〃","554928","",""
"〃","令5.4.25","令5.9.11","〃","〃","2450360","",""
"〃","令5.5.24","令5.10.10","〃","〃","199320","",""
"石丸商事(株)","令5.3.13","令5.6.10","城南信用金庫","小机支店","190879","",""
"〃","令5.4.11","令5.7.10","〃","〃","221100","",""
"〃","令5.5.10","令5.8.10","〃","〃","149930","",""
"(株)山村商店","令5.4.10","令5.7.31","三井住友銀行","横浜中央支","261800","",""
"〃","令5.5.10","令5.8.31","〃","〃","330363","",""
"(株)ヤマヤス","令5.4.3","令5.5.1","三菱UFJ銀行","本所中央支","471881","",""
"〃","令5.5.1","令5.8.31","〃","〃","553171","",""
"大黒工業(株)","令5.4.17","令5.7.15","広島銀行","三島支店","1000220","",""
"〃","令5.5.17","令5.8.15","〃","〃","1389523","",""
"(株)阪和","令5.3.27","令5.6.30","三菱UFJ銀行","堺支店","8130028","",""
"〃","令5.4.27","令5.7.31","〃","〃","5000000","",""
"〃","令5.4.27","令5.7.31","〃","〃","2233308","",""
"〃","令5.5.26","令5.8.31","〃","〃","9889916","",""
"サラヤ(株)","令5.3.27","令5.7.16","関西みらい銀行","針中野支","2750220","",""
"〃","令5.4.27","令5.8.16","〃","〃","983401","",""
"〃","令5.5.26","令5.9.16","〃","〃","3498087","",""
"〃","令5.4.27","令5.7.16","みずほ銀行","阿倍野橋支店","509344","",""
"〃","令5.5.26","令5.8.16","〃","〃","1528032","",""
