"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"知光建材(有)","R5.4.5","R5.9.5","笠岡信組/東","","18922156","/","6枚"
"山口小野田レミコン","R5.4.30","R5.4.30","山口/小野田","","12859000","/","2枚"
"デンヨー興産(株)","R5.4.5","R5.9.5","みずほ/京橋","","11365972","/","7枚"
"美建工業(株)","R5.4.30","R5.7.31","中国/駅家","","10516934","/","6枚"
"(株)あき建機","R5.4.10","R5.8.10","広島/古市","","10290215","/","6枚"
"山陽工営(株)","R5.4.30","R5.7.31","広島/己斐","","6901769","/","4枚"
"(株)シンテツ","R5.4.25","R5.5.31","もみじ/安","","6661800","/","4枚"
"日本マーツ(株)","R5.4.5","R5.8.5","呉信金/黒瀬西","","6136356","/","6枚"
"(株)福本工務店","R5.6.30","R5.6.30","山口/柳井南","","5043500","/","2枚"
"小計","","","","","88697702","",""
