"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"(株)第一産商","令4・1・31","令4・5・31","城南信金経堂","","20000000","",""
"(株)第一産商","令4・1・31","令4・5・31","城南信金経堂","","4049989","",""
"(株)第一産商","令4・2・28","令4・6・30","城南信金経堂","","1087115","",""
"(株)中村","令3・11・30","令4・3・31","川口信金与野","","8232084","",""
"(株)中村","令3・12・28","令4・4・30","川口信金与野","","1799929","",""
"(株)中村","令4・1・31","令4・5・31","川口信金与野","","2889282","",""
"(株)中村","令4・2・28","令4・6・30","川口信金与野","","5000000","",""
"(株)中村","令4・2・28","令4・6・30","川口信金与野","","1721910","",""
"(株)長谷川パイプ商会","令3・11・10","令4・3・12","三井住友錦糸町","","2262443","",""
"(株)長谷川パイプ商会","令3・12・10","令4・4・12","商工中金押上","","2804541","",""
"(株)長谷川パイプ商会","令4・1・11","令4・5・12","三井住友錦糸町","","2687634","",""
"(株)長谷川パイプ商会","令4・2・10","令4・6・12","三井住友錦糸町","","1672508","",""
"(株)輪違鋼材","令3・11・30","令4・3・3","三井住友亀戸","","571712","",""
"京葉丸八鋼管(株)","令4・1・5","令4・4・10","銚子商工信組富里","","2434060","","(株)稲垣"
"京葉丸八鋼管(株)","令4・1・5","令4・4・30","京葉富里","","238323","","成田機材(株)"
"高橋鉄興(株)","令4・2・28","令4・5・20","三井住友新小岩","","1688500","","(株)日伸鉄工建設"
"佐藤鉄鋼(株)","令3・12・28","令4・4・30","みずほ八重洲口","","215632","",""
"佐藤鉄鋼(株)","令4・1・31","令4・5・31","みずほ八重洲口","","415036","",""
"三鋼販東日本(株)","令3・12・1","令4・3・31","三井住友錦糸町","","305492","",""
"三鋼販東日本(株)","令4・1・5","令4・4・30","三井住友錦糸町","","1202449","",""
"三鋼販東日本(株)","令4・2・1","令4・5・31","三井住友錦糸町","","405497","",""
"新井鋼業(株)","令3・11・30","令4・3・1","千葉浦安","","690385","",""
"新井鋼業(株)","令3・12・28","令4・4・1","千葉浦安","","919481","",""
"計","","","","","","",""
