"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"(株)オシキリ","5-6-15","5-10-15","","","116017","",""
"月本フイッシャー(株)","5-6-26","5-10-25","","","370387","",""
"(株)日本エナジーコンポーネンツ","5-6-30","5-10-31","","","546651","",""
"CKD日機電装(株)","5-6-30","5-10-25","","","515757","",""
"(株)オシキリ","5-7-18","5-11-15","","","254473","",""
"鋼管工業(株)","5-7-20","5-11-20","","","598279","",""
"CKD日機電装(株)","5-7-25","5-11-25","","","248996","",""
"息本フィッシャー(株)","5-7-25","5-11-25","","","1418776","",""
"(株)寺田","5-7-25","5-12-10","","","266200","",""
"東洋発條工業(株)","5-7-31","5-10-28","","","278751","",""
"(株)日本エナジーコンポーネンツ","5-7-31","5-11-30","","","1053032","",""
"(株)日本エナジーコンポーネンツ","5-7-31","5-11-30","","","500000000000","",""
"日本フィッシャー(株)","5-8-25","5-12-25","","","675367","",""
"(株)日本エナジーコンポーネンツ","5-8-31","5-12-31","","","1264533","",""
"東洋発條工業(株)","5-8-31","5-11-28","","","126599","",""
"CKD日機電装(株)","5-8-31","5-12-25","","","634557","",""
"(株)オシキリ","5-9-15","6-1-15","","","312166","",""
"雪ヶ谷化学工業(株)","5-9-20","5-12-20","","","283714","",""
"CKD日機電装(株)","5-9-29","6-1-25","","","451863","",""
"日本フイッシャー(株)","5-9-25","6-1-25","","","816508","",""
"東洋発條工業(株)","5-9-30","5-12-29","","","198846","",""
"(株)日本エナジーコンポーネンツ","5-9-30","6-1-31","","","1183831","",""
"計","","","","","16615303","",""
"合計","","","","","","",""
