"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"(有)松田鉄工所","R5.1.31","R5.5.31","山口銀行萩支店","","2124591","","BA94922"
"(株)仙崎市川組","R5.2.6","R5.5.31","萩山口信用金庫仙崎支店","","961366","","TS002321"
"(株)東谷","R5.2.15","R5.5.31","山口銀行宇部支店","","550000","","BC19330"
"(株)北浦建設","R5.2.20","R5.5.31","萩山口信用金庫松本支店","","740000","","TW002527"
"安藤建設(株)","R5.2.20","R5.5.31","山口銀行長門支店","","2323500","","BA96879"
"(株)ジオパワーシステム","R5.2.28","R5.5.31","山口銀行長門支店","","1137545","","BB96178"
"(株)サンワ","R5.3.27","R5.5.31","山口銀行江崎支店","","2494891","","BA81288"
"本田機工(株)","R5.1.25","R5.6.5","福岡銀行箱崎支店","","238117","","YZ59736"
"(株)テクノウエル","R5.1.25","R5.6.10","山口銀行室積支店","","288498","","BB15243"
"山陽鋼機建設(株)","R5.2.27","R5.6.10","西中国信用金庫小郡支店","","372499","","Y413664"
"田中建設(株)","R5.3.13","R5.6.10","西京銀行萩支店","","3635600","","SR200042"
"クロセ(株)","R5.3.10","R5.6.10","西京銀行仙崎支店","","1299696","","500279"
"大洋パッキング","R5.1.31","R5.6.15","りそな銀行大阪西区支店","","291005","","GQ60684"
"大田鋼管(株)","R5.2.15","R5.6.15","山口銀行広島西支店","","1485782","","BB84947"
"(有)国安電気","R5.2.13","R5.6.15","山口銀行萩支店","","723894","","AY52783"
"指月建設(株)","R5.3.15","R5.6.15","山口銀行萩支店","","1574000","","BB47180"
"共美工業(株)","R5.2.13","R5.6.20","山口銀行宇部支店","","320650","","BC15265"
"(株)岡藤組","R5.3.13","R5.6.20","山口銀行油谷支店","","1383737","","BB53387"
"ヤマネ鉄工建設(株)","R5.2.27","R5.6.25","山口銀行長門支店","","3500000","","AC63277"
"ヤマネ鉄工建設(株)","R5.2.27","R5.6.25","山口銀行長門支店","","20000000","","AC63276"
"協和建設工業(株)","R5.3.15","R5.6.25","山口銀行萩支店","","1461149","","BC29914"
"トーフレオメガフレックス(株)","R5.2.15","R5.6.30","山口銀行萩支店","","220583","","BB36349"
"嶋村化成(株)","R5.2.15","R5.6.30","萩山口信用金庫新川支店","","578964","","TT003519"
"計","","","","","","",""
