"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"ノノヤマ洋服株式会社","5.7.10","5.10.31","豊田信金","高岡","482399","",""
"(株)樫野商店","5.5.25","5.8.31","第四北越","高田中央","3000000","",""
"(株)樫野商店","5.6.26","5.9.30","第四北越","高田中央","597371","",""
"(株)樫野商店","5.5.25","5.8.31","第四北越","高田中央","433121","",""
"(株)樫野商店","5.7.25","5.10.31","第四北越","高田中央","30639","",""
"株式会社吾妻スポーツ","5.6.10","5.9.30","きらやか","米沢","3000000","",""
"株式会社吾妻スポーツ","5.7.10","5.10.31","きらやか","米沢","757323","",""
"株式会社吾妻スポーツ","5.5.10","5.8.31","きらやか","米沢","509803","",""
"株式会社吾妻スポーツ","5.6.10","5.9.30","きらやか","米沢","452388","",""
"丸三(株)","5.5.15","5.8.10","鹿児島相互信用金庫","本店営業部","3000000","",""
"丸三(株)","5.5.15","5.9.10","鹿児島相互信用金庫","本店営業部","3000000","",""
"丸三(株)","5.4.17","5.8.10","鹿児島相互信用金庫","本店営業部","2178000","",""
"丸三(株)","5.6.15","5.9.10","鹿児島相互信用金庫","本店営業部","945625","",""
"丸三(株)","5.5.15","5.8.10","鹿児島相互信用金庫","本店営業部","835877","",""
"丸三(株)","5.5.15","5.9.10","鹿児島相互信用金庫","本店営業部","835876","",""
"丸三(株)","5.7.15","5.10.10","鹿児島相互信用金庫","本店営業部","461548","",""
"木屋吉衣料(株)","5.5.10","5.8.31","浜松磐田信金","本町","3000000","",""
"木屋吉衣料(株)","5.6.10","5.9.30","浜松磐田信金","本町","1760984","",""
"木屋吉衣料(株)","5.5.10","5.8.31","浜松磐田信金","本町","315572","",""
"(株)しらゆり","5.4.30","5.8.10","三菱UFJ","三島","2961869","",""
"(株)しらゆり","5.6.29","5.10.10","三菱UFJ","三島","1230343","",""
"(株)しらゆり","5.5.31","5.9.10","三菱UFJ","三島","794331","",""
"イオン九州(株)","5.7.5","5.8.25","みずほ","福岡法人","2903623","",""
"計","","","","","","",""
