"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"有沢総業(株)","令5・2・28","令5・6・30","","","265530","",""
"〃","令5・3・31","令5・7・31","","","991547","",""
"千代田空調機器(株)","令4・12・30","令5・4・30","","","428175","城北信用金庫","割引"
"〃","令5・1・31","令5・5・31","","","860035","きらぼし銀行","〃"
"(株)ヨシデン","令4・12・30","令5・4・30","","","2411951","〃","〃"
"〃","令4・12・30","令4・12・30","","","9000000","城北信用金庫","〃"
"〃","令5・1・31","令5・5・31","","","6074077","きらぼし銀行","〃"
"〃","令5・1・31","令5・5・31","","","10000000","城北信用金庫","〃"
"〃","令5・2・28","令5・6・30","","","6000000","きらぼし銀行","〃"
"〃","令5・2・28","令5・6・30","","","8990547","城北信用金庫","〃"
"〃","令5・3・31","令5・7・31","","","14455938","",""
"岐阜愛知電機(株)","令5・1・31","令5・4・30","","","1197242","きらぼし銀行","割引"
"〃","令5・2・28","令5・5・31","","","898764","",""
"〃","令5・3・31","令5・6・30","","","892351","",""
"(株)千代田セールズ社","令5・2・25","令5・6・25","","","496672","きらぼし銀行","割引"
"大日本商事(株)","令5・3・20","令5・7・25","","","474681","",""
"セノー(株)","令5・3・31","令5・6・30","","","1308505","",""
"","","","","","","","手形割引計70,937,261円"
"","","","","","","","城北信用金庫39,326918円"
"","","","","","","","商工組合中央金庫7698,645円"
"","","","","","","","きらぼし銀行23,911,698円"
"","","","","","","","裏書手形計18,054,168円"
