"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"BX紅雲(株)","","","","","22645865","",""
"日本エレベーター製造(株)","","","","","7184606","",""
"宏和技建(株)","","","","","6870000","",""
"中部抵抗器(株)","","","","","5159674","",""
"(株)ジュケン","","","","","4203265","",""
"太華工業(株)","","","","","2111230","",""
"豊商(株)","","","","","1928520","",""
"(株)岡本正太郎商店","","","","","1863312","",""
"(株)研創","","","","","1768971","",""
"井上金属(株)","","","","","1758240","",""
"ナス物産(株)","","","","","1695254","",""
"(株)島田電機製作所","","","","","1437590","",""
"ナガタベルリッツァ(株)","","","","","695195","",""
"日鉄物産メタルズ(株)","","","","","649858","",""
"(株)中工","","","","","450000","",""
"日暮工業(株)","","","","","298595","",""
"大日産業(株)","","","","","110682","",""
"計","","","","","60830857","",""
"計","","","","","60830857","",""
