"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"(株)エーエス","4.3.31","4.8.7","","","5000000","",""
"(株)エーエス","4.3.31","4.8.7","","","5000000","",""
"(株)エーエス","4.3.31","4.8.7","","","8704000","",""
"(株)エーエス","4.3.31","4.8.7","","","10000000","",""
"(株)エーエス","4.3.31","4.8.7","","","30000000","",""
"光ビヨーラ工業(株)","4.4.12","4.8.20","","","508937","",""
"(株)ゼプロチュービング","4.4.18","4.8.31","","","2031984","",""
"三井精機工業(株)","4.4.20","4.8.20","","","707292","",""
"(株)日本製鋼所","4.4.20","4.8.20","","","2543608","",""
"三井精機工業(株)","4.4.20","4.8.20","","","10000000","",""
"高松機械工業(株)","4.4.21","4.8.20","","","1731997","",""
"(株)サンテック","4.4.21","4.8.25","","","181500","",""
"(株)新東","4.4.22","4.8.31","","","2791581","",""
"(株)エーエス","4.4.28","4.9.7","","","2691000","",""
"(株)エーエス","4.4.28","4.9.7","","","5000000","",""
"(株)エーエス","4.4.28","4.9.7","","","5000000","",""
"(株)エーエス","4.4.28","4.9.7","","","10000000","",""
"(株)エーエス","4.4.28","4.9.7","","","30000000","",""
"白山工業(株)","4.4.30","4.7.31","","","7330000","",""
"奥野工業(株)","4.5.12","4.8.31","","","818296","",""
"(株)ヤマテコーポレーション","4.5.14","4.9.20","","","244970","",""
"光ビヨーラ工業(株)","4.5.17","4.9.20","","","595488","",""
"三井精機工業(株)","4.5.20","4.9.20","","","539456","",""
"合計","","","","","","",""
