"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"元山商会","","2023.4.10","","","1650000","のぞみ信組四条畷","割引手形"
"熱技術開発","","2023.5.5","","","2684000","のぞみ信組四条畷","割引手形"
"椿本バルクシステム","","2023.4.30","","","2805000","のぞみ信組四条畷","割引手形"
"古川製作所","","2023.4.25","","","8811000","大阪シティ信金住道","割引手形(でんさい)"
"フロイント産業","","2023.4.30","","","6248000","大阪シティ信金住道","割引手形(でんさい)"
"テクノスマート","","2023.4.20","","","6523000","大阪シティ信金住道","割引手形(でんさい)"
"古川製作所","","2023.5.25","","","2827000","大阪シティ信金住道","割引手形(でんさい)"
"村瀬炉工業","","2023.5.25","","","1023000","大阪シティ信金住道","割引手形(でんさい)"
"テクノスマート","","2023.5.20","","","15411000","大阪シティ信金住道","割引手形(でんさい)"
"中外炉工業","","2023.5.31","","","2090000","大阪シティ信金住道","割引手形(でんさい)"
"フロイント産業","","2023.5.31","","","3784000","大阪シティ信金住道","割引手形(でんさい)"
"小計","","","","","53856000","",""
"計","","","","","","",""
