振出人,振出年月日,支払期日,支払銀行名称,支払銀行支店名,金額,割引銀行名及び支店名等,摘要
セイキ販売(株),R5.2.20,R5.6.30,静岡銀行,新宿,180094,,
〃,R5.4.20,R5.8.31,〃,〃,192060,,
〃,R5.4.17,R5.8.31,〃,〃,681907,,
セイキ工業(株),R5.1.16,R5.5.31,武蔵野銀行,,846814,,
〃,R5.2.16,R5.6.30,〃,〃,423407,,
(株)フカガワ,R5.1.31,R5.5.31,埼玉りそな銀行,西川口,2747102,,
〃,R5.1.31,R5.5.31,〃,〃,5000000,,
〃,R5.1.31,R5.5.31,〃,〃,10000000,,
〃,R5.1.31,R5.5.31,〃,〃,30000000,,
〃,R5.3.3,R5.6.30,〃,〃,1703266,,
〃,R5.2.28,R5.6.30,〃,〃,9200678,,
〃,R5.2.28,R5.6.30,〃,〃,30000000,,
〃,R5.3.31,R5.7.31,〃,〃,2913290,,
〃,R5.3.31,R5.7.31,〃,〃,5000000,,
〃,R5.3.31,R5.7.31,〃,〃,30000000,,
サンエス工業(株),R5.1.31,R5.5.31,みずほ銀行,香里,238383,,
〃,R5.1.31,R5.5.31,〃,〃,3000000,,
〃,R5.1.31,R5.5.31,〃,〃,5000000,,
〃,R5.2.28,R5.6.30,〃,〃,4766665,,
〃,R5.3.31,R5.7.31,〃,〃,4394071,,
東洋アルチタイト産業(株),R5.1.31,R5.5.31,三菱UFJ銀行,,2442671,,
〃,R5.1.31,R5.5.31,〃,〃,3000000,,
〃,R5.5.6,R5.6.30,〃,〃,2225058,,
計,,,,,,,
