"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"(株)リーブルテック","令5.6.30","令5.8.31","みずほ銀行","王子","1499631","",""
"セザックス(株)","令5.4.28","令5.8.31","三井住友銀行","下丸子","1557000","",""
"(株)光邦","令5.4.28","令5.8.20","みずほ銀行","九段","390280","",""
"港北メディアサービス(株)","令5.5.31","令5.9.30","三菱UFJ","新宿西","192500","",""
"(株)興陽館","令5.4.28","令5.9.5","三井住友銀行","神田","598906","",""
"(株)暁印刷","令5.4.28","令5.8.31","みずほ銀行","池袋西口","1335180","",""
"裏書手形計","","","","","12821293","",""
"電子債権","","","","","11535227","群馬銀行/戸田",""
"〃","","","","","7424327","巣鴨信用金庫/西戸田",""
"電子債権計","","","","","18959554","",""
"合計","","","","","55959865","",""
