"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"日特建設(株)","5.3.27","5.7.25","三井住友信託","芝営業部","940500","",""
"東陽商事(株)","5.3.31","5.8.31","でんさいネット","","423874","",""
"(株)トーメック","5.3.31","5.8.31","でんさいネット","","1398100","",""
"巴機械工業(株)","5.3.31","5.7.31","でんさいネット","","524040","",""
"新日本建販(株)","5.3.31","5.8.31","でんさいネット","","285340","",""
"三信建設工業(株)","5.4.5","5.8.3","三菱UFJ","飯田橋","133100","",""
"(株)日東テクノ・グループ","5.4.5","5.8.3","三菱UFJ","飯田橋","800250","",""
"大和電業(株)","5.4.20","5.8.6","でんさいネット","","520000","",""
"(株)カンツール","5.4.20","5.7.31","みずほ","世田谷","143022","",""
"産機商事(株)","5.4.20","5.9.30","大光","川口","304095","",""
"日特建設(株)","5.4.25","5.8.25","三菱UFJ","銀座通","772720","","3通"
"日特建設(株)","5.4.25","5.8.25","三井住友","東京中央","1603800","",""
"日特建設(株)","5.4.25","5.8.25","三井住友信託","芝営業部","1226300","","2通"
"巴機械工業(株)","5.4.28","5.8.31","でんさいネット","","1844040","",""
"新日本建販(株)","5.4.28","5.9.30","でんさいネット","","573188","",""
"(株)トーメック","5.4.28","5.9.30","でんさいネット","","669460","",""
"内村ボーリング工事(株)","5.4.28","5.8.31","北陸","旭川","151360","",""
"(株)ヒノデ開発","5.4.30","5.9.5","山口","広島西","201300","",""
"日特建設(株)","5.4.30","5.8.25","三井住友信託","芝営業部","2000000","",""
"小計","","","","","28624047","",""
"その他","","","","","","",""
"(割引手形)","","","","","","",""
"城北信用金庫赤羽支店","","","","","162820873","",""
"計","","","","","191444920","",""
