"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"","5.8.31","5.10.31","","","3000000","",""
"","5.8.31","5.10.31","","","4084247","",""
"(有)増島建材工業","5.6.25","5.9.25","東京あおば農業協同組","石神井","1700000","",""
"","5.7.25","5.10.25","","","1200000","",""
"","5.8.25","5.11.25","","","1800000","",""
"明治建材(株)","5.7.5","5.9.30","千葉銀行","八日市場","2899353","",""
"","5.8.5","5.10.31","","","1815825","",""
"富沢資材産業(株)","5.6.20","5.9.30","みずほ銀行","高円寺","2174660","",""
"","5.7.20","5.10.31","","","2815442","",""
"","5.8.20","5.11.30","","","10000000","",""
"","5.8.20","5.11.30","","","627961","",""
"日興産業(株)","5.6.20","5.10.2","多摩信金","小平","9941800","",""
"","5.7.20","5.11.1","","","932360","",""
"","5.8.21","5.12.1","","","2107380","",""
"","5.7.31","5.9.30","りそな銀行","北九州","1610400","",""
"(株)ブラスト","5.6.30","5.9.30","みずほ銀行","四谷","4166475","",""
"","5.7.31","5.10.31","","","5000000","",""
"","5.7.31","5.10.31","","","304000","",""
"","5.8.20","5.10.31","","","2000000","","裏書手形"
"","5.8.31","5.11.30","","","2400097","",""
"塚本建材(株)","5.5.22","5.9.20","千葉銀行","市川","3813315","",""
"","5.6.20","5.10.20","三菱UFJ銀行","市川","2838330","",""
"","5.7.20","5.11.20","","","1158135","",""
"合計","","","","","","",""
