"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"カワダ(株)","3.12.20","4.4.18","広島銀行","向洋支店","466136","",""
"中村技研(株)","4.1.31","4.4.28","足利銀行","鳥山支店","1424841","",""
"(株)渡辺製作所","3.12.30","4.4.30","埼玉りそな銀行","熊谷支店","2500000","",""
"カワダ(株)","4.1.20","4.5.19","広島銀行","向洋支店","843981","",""
"中村技研(株)","4.2.28","4.5.31","足利銀行","鳥山支店","195186","",""
"カワダ(株)","4.2.21","4.6.20","広島銀行","向洋支店","783013","",""
"中村技研(株)","4.3.31","4.6.30","足利銀行","鳥山支店","827162","",""
"カワダ(株)","4.3.22","4.7.19","広島銀行","向洋支店","398171","",""
"(株)渡辺製作所","4.3.31","4.7.31","埼玉りそな銀行","熊谷支店","2460000","",""
"受取手形計","","","","","9898490","",""
"東洋発條工業(株)","3.11.30","4.4.4","みずほ銀行","葛飾支店","477805","",""
"三陽工業(株)","3.1.26","4.4.5","三井住友銀行","豊田支店","240405","",""
"THKリズム(株)","4.3.31","4.5.31","三菱UFJ銀行","","2129123","",""
"ケーピー(株)","4.3.31","4.6.30","山陰合同銀行","三隅支店","1386605","",""
"三菱自動車(株)","4.3.31","4.6.30","三菱UFJ銀行","本店","2600000","",""
"明石機械工業(株)","4.3.30","4.6.30","三菱UFJ銀行","","400000","",""
"ケイ・マック(株)","4.3.25","4.7.20","三菱UFJ銀行","梅田中央支店","12962950","",""
"いすゞ自動車(株)","4.3.28","4.7.29","三菱UFJ銀行","東京営業部","61000000","",""
"(株)エムジー","4.3.31","4.7.29","商工組合中央金庫","仙台支店","320067","",""
"(株)MOGAMI","4.3.31","4.7.31","三井住友銀行","新宿通支店","2392695","",""
"サンライズ工業(株)","4.3.31","4.7.31","三井住友銀行","姫路支店","239716","",""
"三菱重工エンジン&ターボチャージャ(株)","4.3.31","4.8.1","三菱UFJ銀行","","34355140","",""
"(株)ヤハタ","4.3.31","4.8.1","三菱UFJ銀行","","865697","",""
"計","","","","","","",""
