"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"藤田金属(株)","R5.2.20","R5.7.16","第四北越/東京中央","","264968","4/20三菱UFJ","でんさい"
"四国通商(株)","R5.3.10","R5.7.10","百十四/高松","","715286","4/20三菱UFJ","でんさい"
"渡辺工業(株)","R5.3.17","R5.7.20","三菱UFJ/堺","","1811176","4/20三菱UFJ","でんさい"
"旭商事(株)","R5.3.27","R5.7.31","大阪信用金庫/南森町","","4388777","4/20三菱UFJ",""
"小林鍛工(株)","R5.3.31","R5.7.31","尼信/上野芝","","3509365","4/24尼信","でんさい"
"近江鍛工(株)","R5.3.31","R5.7.31","滋賀/石山","","526010","4/20三菱UFJ",""
"四国通商(株)","R5.4.10","R5.8.10","百十四/高松","","695277","5/16三菱UFJ","でんさい"
"藤田金属(株)","R5.4.20","R5.9.16","第四北越/東京中央","","264968","5/16三菱UFJ",""
"BX新生精機(株)","R5.4.25","R5.8.25","播州信金/北条","","540438","5/16三菱UFJ",""
"旭商事(株)","R5.4.26","R5.8.31","大阪信用金庫/南森町","","4510257","5/16三菱UFJ",""
"小林鍛工(株)","H31.3.29","R1.7.31","尼信/上野芝","","1478685","5/24尼信","でんさい"
"佐藤商事(株)","R5.4.28","R5.8.31","りそな決済サービス","","2910048","6/19りそな決済サービス","ファクタリング"
"近江鍛工(株)","R5.4.28","R5.8.31","滋賀/石山","","525209","5/16三菱UFJ",""
"渡辺工業(株)","R5.5.19","R5.9.20","三菱UFJ/堺","","1528201","","でんさい"
"藤田金属(株)","R5.5.22","R5.10.16","第四北越/東京中央","","635923","","でんさい"
"BX新生精機(株)","R5.5.25","R5.9.25","播州信金/北条","","619291","",""
"旭商事(株)","R5.5.26","R5.9.30","大阪信用金庫/南森町","","3000000","6/23尼信",""
"旭商事(株)","R5.5.26","R5.9.30","大阪信用金庫/南森町","","514830","",""
"大阪富士工業(株)","R5.5.31","R5.10.31","三井住友/尼崎","","243474","",""
"佐藤商事(株)","R5.5.31","R5.8.31","りそな決済サービス","","2564363","","ファクタリング"
"ヒロセ技研(株)","R5.5.31","R5.9.30","三菱UFJ/西心斎橋","","2078258","","でんさい"
"小林鍛工(株)","R5.5.31","R5.9.30","尼信/上野芝","","2051425","","でんさい"
"渡辺工業(株)","R5.6.19","R5.10.20","三菱UFJ/堺","","726884","","でんさい"
"1頁計","","","","","36103113","",""
