"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"(株)ダルトン工芸センター","R4.12.31","R5. 4.30","しずおか焼津信用金庫藤枝中央支店","","1551462","",""
"日清紡メカトロニクス(株)","R5.2.20","R5.5.22","","","53350","",""
"リコーエレッメクス(株)","R5.2.26","R5.6.20","三菱UFJ銀行本店","","1000000","",""
"日清紡メカトロニクス(株)","R5.3.20","R5.6.22","","","145200","",""
"(株)ダルトン工芸センター","R5.2.28","R5.6.30","しずおか焼津信用金庫藤枝中央支店","","263945","",""
"東海光学(株)","R5.3.27","R5.7.18","","","427075","",""
"日清紡メカトロニクス(株)","R5.4.18","R5.7.19","","","19800","",""
"コニカミノルタビジネステクノロジーズ(株)","R5.4.20","R5.7.20","三井住友銀行本店営業部","","11040474","",""
"リコーエレッメクス(株)","R5.3.26","R5.7.20","三菱UFJ銀行本店","","1780277","",""
"(株)イトーキ","R5.3.23","R5.7.20","三井住友銀行京橋支店","","499510","",""
"昭和精機(株)","R5.4.25","R5.7.20","三菱UFJ銀行堀田支店","","1155380","",""
"伊藤喜オールスチール(株)","R5.3.25","R5.7.23","千葉銀行川間支店","","3517075","",""
"(株)槌屋","R5.4.25","R5.7.25","","","250085","",""
"(株)イトーキ","R5.4.23","R5.8.20","三井住友銀行京橋支店","","794530","",""
"リコーエレッメクス(株)","R5.4.26","R5.8.20","三菱UFJ銀行本店","","2196404","",""
"〃","R5.4.26","R5.8.20","三菱UFJ銀行本店","","3000000","",""
"伊藤喜オールスチール(株)","R5.4.25","R5.8.23","千葉銀行川間支店","","2784702","",""
"受取手形計","","","","","30479269","",""
"計","","","","","30479269","",""
