"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"(株)日本製鋼所","4.5.20","4.9.20","","","2077056","",""
"三井精機工業(株)","4.5.20","4.9.20","","","3000000","",""
"(株)ゼプロチュービング","4.5.23","4.9.30","","","833570","",""
"高松機械工業(株)","4.5.24","4.9.20","","","1265388","",""
"(株)新東","4.5.26","4.9.30","","","1704583","",""
"(株)エーエス","4.5.30","4.10.7","","","2286000","",""
"(株)エーエス","4.5.30","4.10.7","","","3000000","",""
"(株)エーエス","4.5.30","4.10.7","","","5000000","",""
"(株)エーエス","4.5.30","4.10.7","","","5000000","",""
"(株)エーエス","4.5.30","4.10.7","","","20000000","",""
"白山工業(株)","4.5.31","4.8.31","","","6150000","",""
"光ビヨーラ工業(株)","4.6.11","4.10.20","","","416130","",""
"(株)日本製鋼所","4.6.20","4.10.20","","","2369306","",""
"(株)サンテック","4.6.20","4.10.25","","","990000","",""
"(株)ゼプロチュービング","4.6.20","4.10.31","","","1278632","",""
"高松機械工業(株)","4.6.21","4.10.20","","","1250851","",""
"三井精機工業(株)","4.6.22","4.10.20","","","4261760","",""
"(株)新東","4.6.22","4.10.31","","","1727342","",""
"白山工業(株)","4.6.30","4.9.30","","","4530000","",""
"(株)横浜工業所","4.6.30","4.10.31","","","1097580","",""
"(株)エーエス","4.6.30","4.11.7","","","2832000","",""
"(株)エーエス","4.6.30","4.11.7","","","5000000","",""
"(株)エーエス","4.6.30","4.11.7","","","5000000","",""
"合計","","","","","","",""
