"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"受取手形","","","","","","",""
"大和不動建設(株)","","","紀陽","五条","18458000","","6枚"
"ヒロタ建設(株)","","","りそな","橿原","14108000","","7枚"
"(株)浅利工務店","","","南都","高田","13370000","","5枚"
"(株)阪本工務店","","","三菱UFJ","富田林","3504500","","3枚"
"(株)都建設","","","奈良県農協","しき","926000","","2枚"
"かとう建設(株)","","","大和信金","八木","4970734","","3枚"
"大倭殖産(株)","","","南都","学園前","35791300","","でんさい4枚"
"(株)鍛冶田工務店","","","南都","御所","3270000","","でんさい4枚"
"葛城建設(株)","","","りそな","香芝","5070000","","3枚"
"(株)上田組","","","三菱UFJ","大東","7480000","","4枚"
"(株)南工務店","","","南都","上市","800000","","2枚"
"(株)米杉建設","","","南都","櫟本","2110000","","3枚"
"(株)竹屋","","","南都","真菅","244000","","2枚"
"中西建設(株)","","","りそな","真奈良営業部","4350000","","3枚"
"(株)和田工務店","","","南都","天理","860000","","1枚"
"大倭殖産(株)","","","南都","学園前","14033300","","3枚裏書手形(株)浅利工務店"
"(小計)","","","","","129345834","",""
"計","","","","","","",""
"","","","","","","",""
"","","","","","","",""
"","","","","","","",""
"","","","","","","",""
"","","","","","","",""
"","","","","","","",""
"","","","","","","",""
"","","","","","","",""
"","","","","","","",""
"","","","","","","",""
"","","","","","","",""
"","","","","","","",""
"","","","","","","",""
"","","","","","","",""
"","","","","","","",""
"","","","","","","",""
"","","","","","","",""
"","","","","","","",""
