"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"第一テッコウ商事(株)","3.12.15","4.4.15","","","1200000","",""
"共和コンクリート工業(株)","4.1.31","4.5.31","","","2080056","",""
"北越配送(株)","4.1.31","4.5.31","","","216190","",""
"城西物流倉庫(株)","4.1.31","4.5.25","","","1419000","",""
"(株)前山鐵工所","4.2.5","4.6.6","","","176200","",""
"(株)前山鐵工所","4.2.5","4.6.6","","","3000000","",""
"(株)エヌティシィー","4.2.10","4.5.31","","","1500000","",""
"(株)粉研パウテックス","4.2.15","4.6.15","","","528000","",""
"大同電磁工業(株)","4.2.15","4.5.20","","","378080","",""
"(株)ツガミ","4.2.18","4.4.15","","","1835578","",""
"(株)田辺鉄工所","4.2.20","4.7.5","","","1021770","",""
"(株)北陸精機","4.2.21","4.6.30","","","491700","",""
"共和コンクリート工業(株)","4.2.28","4.6.30","","","2474736","",""
"日本鏡板工業(株)","4.2.28","4.6.30","","","258500","",""
"共和コンクリート工業(株)","4.2.28","4.6.30","","","879494","",""
"北進重量運輸(株)","4.2.28","4.6.10","","","745800","",""
"北越配送(株)","4.2.28","4.6.30","","","270090","",""
"坂西物流倉庫(株)","4.2.28","4.6.27","","","352000","",""
"(株)前山鐵工所","4.3.5","4.7.5","","","749770","",""
"(株)アドヴァンス","4.3.7","4.7.5","","","582596","",""
"(株)エヌティシィー","4.3.10","4.6.30","","","380000","",""
"(株)粉研パウテックス","4.3.15","4.7.15","","","352000","",""
"(株)ツガミ","4.3.18","4.5.16","","","654500","",""
"計","","","","","","",""
