"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"井口産業(株)","令4・11・30","令5・3・31","商工中金押上","","680322","",""
"井口産業(株)","令4・12・28","令5・4・30","商工中金押上","","1139043","",""
"井口産業(株)","令5・1・31","令5・5・31","商工中金押上","","1200365","",""
"井口産業(株)","令5・2・28","令5・6・30","商工中金押上","","1171842","",""
"加籐鉄鋼(株)","令4・12・28","令5・3・31","三井住友錦糸町","","2369407","",""
"加藤鉄鋼(株)","令5・2・28","令5・5・31","三井住友錦糸町","","307839","",""
"(株)アイテック","令4・12・20","令5・3・10","スルガ沼津青野","","959706","","(有)静岡ハウス製作所"
"(株)アイテック","令4・12・20","令5・3・20","北國七尾","","2838237","","(株)近藤鉄工建設"
"(株)アイテック","令5・2・28","令5・5・31","三菱UFJ蟹江","","225131","","(株)エムエムアイ"
"(株)角彦","令4・11・30","令5・4・1","商工中金押上","","202464","",""
"(株)角彦","令5・1・31","令5・6・1","商工中金押上","","154262","",""
"(株)栗山庄之助商店","令4・11・30","令5・3・31","第四北越東京中央","","455099","",""
"(株)栗山庄之助商店","令4・12・28","令5・4・30","第四北越東京中央","","318773","",""
"(株)栗山庄之助商店","令5・1・31","令5・5・31","第四北越東京中央","","137785","",""
"(株)栗山庄之助商店","令5・2・28","令5・6・30","第四北越東京中央","","560426","",""
"(株)渋井鋼材店","令4・12・28","令5・4・30","商工中金押上","","2942934","",""
"(株)渋井鋼材店","令5・1・31","令5・5・31","商工中金押上","","3000000","",""
"(株)渋井鋼材店","令5・1・31","令5・5・31","商工中金押上","","148263","",""
"(株)渋井鋼材店","令5・2・28","令5・6・30","商工中金押上","","2653372","",""
"(株)斉藤誠一商店","令4・11・30","令5・3・31","商工中金押上","","156434","",""
"(株)第一産商","令4・11・30","令5・3・31","城南信金経堂","","3000000","",""
"(株)第一産商","令4・11・30","令5・3・31","城南信金経堂","","63831","",""
"(株)第一産商","令4・12・28","令5・4・30","城南信金経堂","","5000000","",""
"計","","","","","","",""
