振出人,振出年月日,支払期日,支払銀行名称,支払銀行支店名,金額,割引銀行名及び支店名等,摘要
(受取手形),,,,,,,
荘内土木,令4.3.31,令4.7.31,,,1000000,,
土門建設,令4.5.20,令4.8.20,,,681500,,
高平建設,令4.5.20,令4.8.31,,,1000000,,
高平建設,令4.5.20,令4.8.31,,,1000000,,
富士機械,令4.5.20,令4.10.1,,,105040,,
荘内土木,令4.5.31,令4.9.30,,,865317,,
熊谷組,,,,,1,,備忘価額
斎藤商会,,,,,1,,備忘価額
小計,,,,,4651859,,
(裏書手形),,,,,,,
荘内土木,令4.2.28,令4.6.30,,,300000,,丸万コンクリート
荘内土木,令4.2.28,令4.6.30,,,3000000,,豊栄商事
荘内土木,令4.2.28,令4.6.30,,,5000000,,豊栄商事
荘内土木,令4.2.28,令4.6.30,,,509624,,豊栄商事
荘内土木,令4.3.31,令4.7.31,,,1219076,,丸万コンクリート
荘内土木,令4.4.28,令4.8.30,,,1500000,,東洋加工
荘内土木,令4.4.28,令4.8.30,,,3300000,,菅原鉄工所
荘内土木,令4.4.28,令4.8.30,,,1310510,,豊栄商事
荘内土木,令4.3.31,令4.7.31,,,5000000,,豊栄商事
高平建設,令4.3.22,令4.6.30,,,1300000,,共立
高平建設,令4.3.22,令4.6.30,,,1203254,,菅原鉄工所
高平建設,令4.3.22,令4.6.30,,,2200000,,土門建設
高平建設,令4.4.20,令4.7.31,,,2733265,,日幸商会
高平建設,令4.4.20,令4.7.31,,,900000,,土門建設
計,,,,,,,
